#OTU ID	D06	G22	G29	G31	G43	H03	H05	I02	I04	I06	I14	M08	M20	P02	P14	P23	X02	Y07	Y09	Y19	Z10	B02	B08	B09	B13	B15	B19	B23	B25	A12	A20	A22	A24	C04	C14	E04	E06	E07	G27	G37	G39	K15	K27	M02	M14	P27	X04	Z06	Z07	OA11r1	OA13r1	OA7r2	OA9r1	OB03r2	OB05r2	OB18r1	OB24r1	OM15r2	OM17r2	OM21r1	OG24B2A
Gp_EAB_462	130	787	732	134	580	228	1298	970	833	24	3	719	743	122	104	347	947	723	1574	29	420	5266	574	302	15	30	162	210	176	291	343	34	1240	283	233	122	795	66	247	267	913	379	261	85	95	226	123	784	336	165	2401	257	87	305	130	417	201	70	158	326	60
Gp_MJ1_12	144	505	268	627	103	148	759	273	421	2533	13	626	1640	66	1084	137	135	325	23	2426	665	7203	595	378	1207	1393	1851	1231	227	37935	428	48	978	1931	26944	46	940	502	913	1111	1451	3699	2999	2672	419	4204	659	1005	3357	11462	1157	891	3485	4465	2837	2197	424	2693	3227	1422	415
Gp_MJ1_149	2	6	1	170	21	48	253	4	4	10	54	33	9	6	46	12	10	6	1	7	6	23	131	18	26	106	113	166	7	39	43	99	28	10380	71	25	213	19	30	16	18	754	105	91	13	103	40	55	135	61	41	40	190	91	103	222	5	15	176	65	10
Gp_MJ1_272	2	6	17	164	72	79	54	22	78	211	21	10855	28	31	37	115	3	78	236	990	44	47	40	79	118303	239	44	74	24	104	26	3834	46	90	186	81	67	31	88	24	33	51	112	218	315	55	88	81	62	115	88	50	744	100	205	75	63	310	300	76	188
Gp_MJ1_444	21	73	33	307	322	161816	482	67	87	869	89	215	174	186	286	274	96	153	145099	610	192	640	239	529	2181	671	534	939	919	2402	113	334	637	1099	1091	818	1222	207	469	427	370	933	1248	990	1715	1054	355	499	629	1038	1245	847	1257	1390	2200	930	673	1406	1509	727	360
Gp_MJ2_113	138	76	812	1018	987	157	972	332	731	2708	16046	415	59	370	75	258	348	614	79	527	1328	428	3107	944	1154	2353	532	626	2126	210	635	4042	5708	924	758	5027	1894	8703	1323	996	601	102	704	113	9054	604	1448	3028	666	296	469	577	6535	234	317	412	423	201	3673	1964	782
Gp_MJ3_423	25	5	26	38	413	188	18	18	9	4	2	174	11	5	203	30	14	12	82	15	180	223	592	116	402	420	603	200	254	496	6683	75060	46	13232	353	2427	5457	21	612	15	66	9861	1643	1240	45	174	226	881	80	3478	638	1711	49	5081	1044	570	198	102	874	518	88
Gp_MJ3_477	59	51	696	1903	689	1390	859	348	300	1164	9604	731	262	149	315	405	213	579	411	878	986	661	3265	769	620	1027	603	568	2718	437	1060	3311	1782	1598	753	2468	4140	6771	1601	2231	1405	418	936	972	3338	915	6631	4272	338	934	750	870	2091	854	541	343	283	701	1015	1704	2491
Gp_MJ4_197	1	4	4	31	11	6	47	117	13	605	25	81	1287	244	30	26	10	469	1	753	50	378	51	31	289	221	1114	181	27	17311	104	139	423	9280	217	123	2934	62	39	974	1212	287	2449	6840	40	157	3524	18	218	19711	44	320	214	174	275	558	57	294	10148	194	54
Gp_MJ4_65	0	0	0	18	4	0	0	11	2	1	2	7	1	0	0	0	8	3	1	5	83	6	15	14	23	27	7	306	18070	60	0	34	2	8	7	1	4	1	2	0	3	48	8	15	34	10	3	7	102	7	2	7	734	6	1	20	16	35	187	6	16
Gp_NH_148	24	2	21	557	17	109	96	424	7	353	17	95	28	39	291	694	338	161	13	121	293	255	145	19225	255	156	198	184	713	3546	199	86	94	245	864	92	242	99	1361	589	224	1062	232	457	187	354	94	435	1406	801	2698	227	444	1338	313	265	2289	957	5655	164	192
Gp_YAB_333	241	974	337	922	796	3	63	849	6	15	18	9	204	32	22	43	2074	42	11	4	60	1484	12	22	13	8	241	58	32	144	615	2	740	39	20	34	74	153	131	408	1207	8	10	0	25	15	536	21	811	500	18	13	14	62	4	157	3	0	38	66	4
Gp_YAB_339	537	39093	219	34	4196	164	235	1471	394	1	0	6	4	1358	245	18	261	1521	0	690	6675	1628	105	36799	500	263	266	22112	4209	140	1185	678	59	8	723	832	141	64	1567	340	1458	206	124	187	102	15	35	961	642	28	764	481	219	924	442	771	3271	411	43	148	61
Gp_meta27_16	207	114	9	55	10	21	1276	2092	80	62	19	19	175	624	1276	1426	242	345	13	87	798	11756	2755	1398	3157	156	1899	162	40	1050	1250	41	2842	5819	4263	56	5091	473	2733	1678	1485	24314	1199	394	54	8620	52	38	2236	4502	1362	4289	2031	277	271	1726	93	1786	3514	1719	45
Gp_meta27_511	669	792	1335	1213	2861	308	1867	970	485	1331	691	401	678	191	148	332	1527	428	267	269	1768	730	537	432	275	486	816	650	1437	623	810	435	1006	312	1916	805	11940	1712	979	1102	945	255	322	110	1427	725	1076	1415	609	729	792	830	367	388	421	629	786	707	471	383	86
Sg_A01_16	72	8	1	374	2	23	3	11	3	253	2	24	1	2	7	1	39	85	4	713	3	3826	27	2	0	7	21	10	57	2491	12	24	20	41675	2	5	4	4	5	2085	5	86	94	343	20073	10	132	610	75	21	42	4	1647	222	0	636	42	1	1766	32	4
Sg_A07_40	63	3214	4690	35913	16	185	384	5967	2100	86	8	1806	89	362	138	97	5	104	4686	304	115	543	4438	673	465	15269	1020	338	22	1149	142	406	198	55985	3982	310	200	2490	36651	9541	75	671	8825	867	174	206	22709	70	662	9351	20193	2300	420	251	712	3885	118	528	38228	37306	125642
Sg_A11_10	72	132	2875	23562	138	136	2956	229	1589	930	252	1229	1511	2225	5838	2764	95	587	64	596	806	9446	4650	4085	1916	868	4490	25673	486	3506	1259	552	2933	5905	989	203	1790	561	16521	2339	312	2421	1994	73179	404	7211	468	617	922	8030	18109	5288	2023	2772	3454	1513	665	2995	5482	1362	799
Sg_A11_12	6785	1076	2721	71	6553	128	608	2716	2821	0	1	51	5	3553	1798	82	2496	337	23	676	6234	192	653	3979	1926	2140	4108	2358	5780	411	343	6180	1007	70	2795	2721	1532	339	1927	321	1416	224	115	228	162	61	51	1439	1668	295	2415	1838	236	471	2012	2052	5288	519	60	1272	171
Sg_A11_2	32403	6754	793	104	2508	73	4936	4044	3834	2	2	76	16	276334	427	99	1037	83	8	334	5003	5341	268	73817	2284	686	32270	61870	11311	698	846	245625	102	1133	3522	3796	4309	602	1157	3859	2689	263	26945	2860	543	767	78	520	418	279	10186	1781	198	5785	1359	50547	209690	395	45	782	894
Sg_A11_47	11	51	38	24539	15	18	172	111	4829	138	3	251	89	30	87	78	17	87	11	165	244	381	1050	96	60	136	13513	111	5	217	106	41	1767	195	219	5	129	52	2271	247	100	572	3354	268	167	610	13497	61	635	4983	241	223	162	133	186	3156	14	182	153	361	203
Sg_A15_26	8	23	27	312	116	21	191	100	37	190	45	139	27	38	153	52	6	159	5	464	147	106	58	101	127	86	116	169	22	142	94	230	39	80	110	97	68	34	54	98	51	128	60	155	36	60	106	60	64	110	81	91	91	92	156	122	110	86	139	180	252
Sg_A17_17	140	227	237	1347	2128	7943	1226	331	8876	17218	98324	858	352	261	3737	578	86	10686	2175	548800	1275	577	1372	4009	7884	55936	6784	26602	988	1256	1129	103752	2031	1072	1103	111560	1033	1836	1284	900	7185	2589	2188	44352	29171	5596	2415	1599	1170	1067	3042	862	54897	1718	97026	1409	2812	7675	5224	1250	3670
Sg_A19_11	26	1	1	431	0	1	2	206	3	0	1	1	2	0	7	0	21	1	0	6	2	38	19	59	207	37	17780	1050	64	250	33	561	17	94	596	9	6	11	230	10	7	139	18	51	33	32	17	5	866	15	10	55423	245	35	7	198	514	166	51	16	46
Sg_A19_12	58	91	347	1605	650	1326	1652	237	652	44964	60	2808	385	377	1036	1257	94	51653	3690	2648	2133	1914	20264	3912	3626	11776	2398	959	145	1783	633	748	1362	905	2570	9229	867	1645	2262	625	9013	9923	2098	3365	6226	14227	27509	6303	1013	1884	1098	633	21852	10235	6931	1951	770	11863	3116	5328	2248
Sg_A19_18	361	12244	945	2882	300	268	3518	851	7727	5486	5	2601	863	243	2229	2250	365	3560	129	2270	3683	630	1932	1586	1409	733	1117	964	126	1413	1481	23	735	1328	718	265	1487	496	1742	1878	768	1280	2734	3006	504	3882	1656	1550	1007	1024	2213	1140	1356	679	1848	2257	126	3293	2577	2071	2491
Sg_A19_36	4	0	1	50	1	29	18	147	1	3	0	0	0	0	0	6	3	22	0	55568	226	3	648	65	4338	40	2232	976	606	54	840	134	8	1525	1542	894	102	0	275	612	3	27	5	692	0	9	1	3	27	14	58	11	8	0	369	448	11	80	7	62	9
Sg_A19_51	145	207	867	1339	1749	570	1556	1062	949	2174	355	585	688	219	671	775	236	1420	513	5329	563	966	1188	383	1045	444	514	438	532	716	391	447	352	601	408	825	845	1310	491	523	171	932	1544	1428	266	684	1526	1477	571	502	380	454	801	1476	798	581	79	2060	1922	1964	2063
Sg_A20_2	13413	20955	5156	308	1769	65	156	20482	50	1163	1086	41642	44	31	43	12068	14536	407	229	576	2115	15847	995	31	30	60	2966	73	416	6046	24087	131	2157	171	49	360	173	438	7818	41901	2114	849	72	9	88	85	2548	1247	2936	3227	5839	329	93	612	30	1698	1	7	171	3632	47
Sg_A20_35	885	50515	622	126	7759	1	34	21066	9	10	8	730	304	4	14	27	188354	33	160	0	51	1286	26	8	14	0	36492	47	39	94	91519	5	9005	9562	9	12	20	77	60	150	21408	75	4	0	60	11	622	24	3271	263	723	95	84	47	6	2111	4	1	62	298	10
Sg_A22_19	13	5	570	134	184	550	195	63	875	372	4574	1595	57	12	327	14693	139	162	1035	73743	77	169	11697	30241	1385	9032	538	908	130	275	126	76792	73	246	172	34011	141	44453	373	292	273	1164	280	1776	7699	244	333	254	955	205	203	205	12621	910	60306	486	904	16725	1074	4463	58262
Sg_A22_22	4	1	1	567	2	212	3718	1	2712	0	111	6	18	0	2	3	3	6	115	12	6	6	4	1	1	589	4	1	0	6	13966	28663	2	3	10	1	31	0	1	45	1	6	5	4	5	172	2	1	1	4	6	3	1	3	6	2	0	7	179	0	5
Sg_A22_3	1	2	2	39	156	28	9	4	2	50	112	12	0	0	24	47	4	5	23	43	24	29	40	48	53	42	24	97	8	51	6	293791	5	24	30	391	10	49	29	20	31	22	64	109	99	27	38	42	11	16	38	44	193	36	300	12	9	151	28	289	272
Sg_A22_8	428	678	2555	9988	4823	2918	3421	1515	2600	14615	84	12802	8425	2596	5019	2510	496	8268	636	13470	5627	25184	4674	25589	85085	84331	32863	37996	3115	68644	2254	39405	7135	25031	54401	1562	10765	5381	12038	2830	10886	21420	63484	55351	17472	33689	18275	13925	13229	58162	14644	20662	46840	105253	162921	74400	27294	285714	154893	14409	42399
Sg_A24_54	11	35	37	3121	16	81	293	572	615	343	3	265	62	40	99	118	27	75	6	549	190	291	12129	174	298	184	1580	153	10	919	317	18	111100	645	202	36	205	31	26200	581	233	4735	42450	408	291	6114	1350	151	4268	32866	358	1099	349	336	199	597	20	247	183	401	1025
Sg_A27_23	4132	7577	11387	226	3286	10	365	17795	48	103	217	6394	205	474	2554	213	22840	128	2886	113	2412	19617	491	285	235	18	9029	553	418	1085	10777	29	87734	1480	89	65	414	881	1901	3970	7428	748	78	8	194	228	8284	134	2100	2896	7244	1081	402	140	38	2356	28	0	171	2474	23
Sg_A27_31	95	38	251	2644	224	1521	708	323	138	2562	860	494	1934	126	2119	824	54	1178	58	1024	1181	12662	7791	15904	2124	10151	19777	1957	125	84245	697	1271	6080	116606	50059	883	11774	1682	2320	4887	6589	36690	22469	13412	813	3026	798	544	39676	15003	4844	8212	126264	51366	6568	44024	678	100223	17555	2309	2328
Sg_A28_8	36921	8100	45512	29329	9244	7	2287	42624	63	15	24	137	27292	1268	1924	2960	39339	4286	1012	44	6004	157307	132	2326	1173	2	14087	7366	2084	13850	76635	8	123347	2307	792	27	1935	162	5926	34442	100677	606	421	0	263	2734	61827	39	4599	58269	1657	469	167	11454	747	10689	669	0	32	5941	10
Sg_A33_4	3	2	1	14	28	355	5	611	3	68	9	6	2	10	10	46	143	106	3	63	34	26	309	2247	1341	251	47686	8971	30589	405	439	98	887	31	3890	10081	4743	47	1322	19	8	65111	16	5030	28	30	1109	146	6292	92	13483	10398	98	34	150	9900	1223	78	26	24033	1047
Sg_A34_19	427	42	54	6815	280	162	2799	39	1233	932	366	155	156	472	28	813	72	1470	922	310	74	3676	488	61	1026	262	1387	259	383	240	558	1327	410	542	1142	2313	576	2420	238	2573	518	1254	1512	111	3287	525	510	3586	127	337	580	404	252	122	2919	146	10	84	218	945	784
Sg_A34_5	267	76	55	164	186	12	93	116	36	104	71	288	56439	19	15	46	273	181	59	33	43	3904	128	36	1243	50	132	57	207	107	1492	20	444	111	42	183	233	523	263	1082	250	36	86	15	107	223	441	351	65	155	599	273	73	32	3589	65	4	52	58	332	7
Sg_A37_36	205	298	209	335	808	84807	3724	2573	59648	679	96	458	526	128	253	328	189	670	61	251	370	291	507	202	151	1004	261	188	42	1211	193168	22	205	460	383	10	56464	1165	629	325	236	378	112222	592	246	537	273	383	296	3265	250	2055	395	827	361	544	39	257	406	206	981
Sg_B03_29	8190	24810	23938	49279	32	114	71774	16713	3379	38	2	60320	3681	2150	25420	96903	4232	27115	113	77	152457	3716	3867	48344	21	48	2871	25	66	4791	19148	4	6445	67	3952	4	6962	491	1999	3225	4541	14176	4154	86	27	4535	51	110	16973	4035	2980	10319	65	162	41	15235	7	56	6636	12247	91
Sg_B03_38	0	8	17	277	5	61	68	2528	84	0	0	2	843	547	1	2	1	11021	28	1	3	67	204	217	430	877	252	5	1	66	44	1	9736	247	879	1	1948	6	533	4553	145	60	350	2	7	431	23495	8	15261	254	108	12432	6	163	0	15162	0	1049	588	168	217
Sg_B04_2	1464	1380	1369	8138	384	1034	3155	356	388	4346	2	5883	9483	2289	10135	2230	456	5821	195	158	1393	4768	7693	4049	565	8154	4421	10033	1876	17240	940	185	6292	3030	1352	48	10672	791	7951	3282	3730	7746	10902	29502	9297	47069	746	9174	4678	28378	17361	13165	420	43740	45675	20572	1534	24783	84582	2513	11031
Sg_B07_12	107	3031	2800	467	3341	78	2396	176	866	2043	2715	4097	950	788	130	1133	243	4313	705	2390	75	69	682	31	73	206	936	213	1519	2480	26069	259	2612	296	394	2222	1363	4189	756	781	670	118	941	53	275	848	1624	1188	9794	1806	555	1442	580	60	278	3131	13	15	1425	1001	23
Sg_B07_38	124	44	47	178	249	676	154	78	278	188	233	431	50	41	190	150	70	484	495	465	138	188	3660	130	177	378	305	118	442	268	160	211	174	1131	281	1334	4178	655	149	109	117	233	243	174	651	189	287	1123	1024	116	480	126	405	240	185	181	119	263	676	606	234
Sg_B07_50	23	1160	92	81	15	47	633	221	868	15	2	67	44	47	37	317	163	58	14	21	286	43	646	154	40	32	103	8	11	86	408	10	259	112	53	3	74	18	124	149	30	50	58	49	2	64	23	19	300	42	164	193	33	50	17	231	2	17	46	615	16
Sg_B07_53	235	157	696	952	3039	1378	2853	307	4165	4460	46443	304	58	49	12	372	489	819	314	268	639	784	97776	194	132	432	5841	175	41154	178	806	2578	1588	45022	151	64395	16405	80827	974	947	1144	53	453	49	13184	703	1108	6387	24595	244	336	533	8269	119	9587	408	19	118	1506	892	665
Sg_B07_62	4	10	388	146	53	454	20	6	185	31	834	48	32	32	5	20	40	256	48	12	27	39	196	9	65	55	76	4	209	18	191	45	221	100	17	156	814	246	67	48	40	20	179	22	245	40	346	482	24	146	33	347	1276	52	43	29	2	14	20	39	790
Sg_B08_36	21	28	76	175	397	168	1236	48	287	2779	3993	262	81	206	86	341	65	535	71	146	248	243	43600	69	4936	828	300	315	435	531	3556	88	1351	3361	526	1670	12912	7569	423	747	587	88	4594	297	1596	445	4642	16613	115	2224	214	306	4608	488	877	254	47	413	649	2877	191
Sg_B14_1	3	0	7	6	35	11	3	8	7	0	12	242	6	0	794	437	3	15	4	4	2	419	298	49	10	2529	1496	245	220	11991	3137	2148	156	299	666	7579	4970	15	523	15	816	3397	35	3874	76	112	958	516	606	674	439	28219	8589	1686	942	335	8696	15	53	3732	95
Sg_B14_13	9	16	167	14797	3238	51	36221	213	2065	11152	3721	566	783	642	121	4960	72	6124	680	829	441	817	1140	22	620	1619	392	1181	1743	84	10922	3952	8469	1423	488	96665	13804	4155	10352	722	3049	1590	5784	817	3574	9908	24936	3525	93	118	1100	8133	357	1114	1728	127	11	249	1063	2366	315
Sg_B15_22	10	8	0	10957	3	9	51	357	7	165	98	2	162	32	1156	24	1901	44	89	133	23	200	277	1043	1558	9035	761	6299	279	6124	156	3112	235	7001	1757	674	272	66	450	19	838	3380	461	521	453	2126	1828	116	4902	517	40	152	146	121	95	1575	533	538	2438	469	2074
Sg_B15_23	49	78	17650	7911	2560	215	7141	1489	854	7623	223248	611	262	1250	293	1268	237	2486	675	4598	644	751	6519	497	1365	20877	2231	559	38258	1038	2176	2085	7824	7490	698	7096	24215	37128	10633	8052	8881	198	1928	403	7107	1065	12375	88786	631	3466	347	1001	3651	5728	474	2474	54	1666	22187	2114	3032
Sg_B15_25	109	82	538	580	42	14	147	46	42	817	176	22	438	33	50	88	177	106	150	88	138	4923	1613	3172	357	10796	833	17341	357	1434	935	41	2584	1438	2236	34	13745	444	3454	1104	6305	278	937	5744	591	5086	279	4226	1707	2087	4854	35386	1194	682	312	883	316	470	375	3510	5141
Sg_B15_35	15	17	21	249	1234	887	86	43	307	333	4215	95	65	5	77	4216	26	189	116	3523	71	179	89	853	9282	22637	507	1146	20	249	77	808	391	251	437	797	247	292	701	111	173	291	1295	2389	135	365	130	754	211	269	178	151	660	508	67188	1152	10326	737	433	7226	4172
Sg_B15_52	114	23	391	635	367	5	66	139	238	14	3145	27	10	1	19	30	47	19	3606	4251	564	40	1298	54	39774	19245	238	180	2850	26	64	7487	31	385	92	3833	76	3704	229	38	20	33	115	227	69	25	39	1509	552	23	189	87	11777	3094	6919	20	8088	27415	217	111	4821
Sg_B19_17	45	5490	35	335	33	923	33699	3638	17	968	11	24	18	539	28	4137	8	6642	52	19	18	2721	91	36	59	421	23292	153	7	103	115	55	62	158	2947	89	187	63	7057	15603	151	277	267	236	204	844	257	291	16343	369	13841	12392	211	70961	181	1256	22	212	316	256	242
Sg_B19_30	981	403	89	764	18	1876	22152	10970	28	18986	26	74	371	13704	2509	14609	62	1022	441	158	182	57730	9838	212	12041	273	14690	13606	2428	5659	36420	78	15229	69199	307	33	36531	15665	101791	30740	2691	79413	5800	37887	157473	44858	379	792	23060	144123	124555	29303	80759	78624	496	173216	6688	61038	52909	3960	49041
Sg_B19_40	3401	93	63	933	142	5	114	75	200	10	1	179	735	442	10163	2162	341	8003	423	22	110	1640	492	63	2	1054	22920	1172	310	1553	68	3	64	1626	19	345	187	4	384	41	79	2188	271	1036	13	878	112	13	318	171	771	185	127	3257	1035	18371	369	5	986	2473	3
Sg_B19_58	1021	467	407	507	32	124	786	2298	445	51	8	420	147	1021	906	397	9278	17288	33	23	258	63	420	202	7	63	18955	21	29	2073	269	2	2015	49	119	3	3337	32	123	115	129	67	129	38	25	268	60	139	10223	2488	269	186	36	49	30	4107	0	19	96	267	47
Sg_B23_42	2184	1651	146	4124	22573	143	3898	3036	1267	8600	32	2341	1010	793	2752	2049	3632	4532	219	684	471	13352	4095	4763	434	894	2011	17696	586	2058	3643	85	730	769	335	39	1159	1094	1399	5391	7392	634	860	697	467	1614	6055	7507	1236	1149	7864	4599	517	1179	408	4739	48	987	807	2923	1058
Sg_B25_10	4	30	33	103	10798	93	121	73	117	741	24	283	51	14	281	134	13	83	94	241	163	409	102	2675	158061	519	599	761	8621	316	69	959	105	146	114	12383	733	365	316	539	39	468	318	447	583	141	88	1504	216	187	4400	107	310	175	336	499	130	300	515	75864	424
Sg_B25_38	5080	280	4263	128	1299	10946	344	2113	1522	70	74	49	93	13718	412	23	1617	215	34	291	1694	307	367	8492	1485	2042	4076	3192	6811	239	624	6688	704	72	10514	4181	1786	328	2711	474	1615	158	832	253	339	47	66	296	983	651	1721	711	397	286	629	1546	5238	707	51	813	312
Sg_B26_35	54	1843	35	34	10	23	2408	2146	3573	45	2	95	14	1599	8413	44699	1367	2475	3379	21	608	806	3264	144	5	75	6383	8197	265	165	79	1	907	60	54	3	6445	10	5861	2569	32	11484	194	26	20	305	19	55	1487	98	925	1140	52	47	3121	3418	3	15	123	4804	12
Sg_B26_38	125	69	1103	2143	293	316	241	2147	118	9379	64	218	361	349	329	4631	4261	411	385	410	362	1727	481	5827	371	2028	27617	7336	140	888	451	37	5606	1809	6306	52	2455	160	30847	1058	11989	2828	1486	807	3912	7472	418	1102	4236	1073	2735	6438	11006	7936	1559	3234	128	1042	2034	658	5095
Sg_B26_4	54	55199	87	254	36	66	923	422	2488	603	2	146	210	125	120	5592	88	277	29	104	514	192	850	221	224	101	136	84	30	180	596	12	233	207	154	7	691	82	271	1247	90	643	132	317	215	8582	106	133	366	144	260	923	266	182	97	343	15	91	168	317	105
Sg_B27_18	553	96	182	891	1574	74	847	225	95	447	128	416	336	338	606	188	55	362	29	762	695	459	5166	503	1020	12155	6392	817	989	2388	1750	1797	396	2005	1223	1066	2164	118	2038	252	390	10678	746	1276	233	2231	537	5910	1345	472	564	3550	865	812	5719	1307	1218	474	588	3316	795
Sg_B27_6	18	28	42	93	360	67	60	46	65	50	51	154	39	11	83	97	43	76	220	155	268	657	1269	1933	5081	14380	3338	84	67	469	294	631	175	9200	7511	764	2688	135	231	104	137	4402	1094	58375	815	211	1233	3868	3839	407	334	2075	677	1073	348	5228	154	7402	473	477	445
Sg_C02_30	15155	15465	9122	21561	697	528	14166	10738	509	8256	0	1039	46097	4094	2482	89432	65306	5385	94	3	23941	2269	830	4648	18	32	494	26	322	8110	223	0	874	193	4957	0	10903	233	13625	1407	6680	659	600	656	272	9005	298	1463	9166	18167	13588	37149	3803	5065	190	2972	272	8	4589	99	280
Sg_C03_36	1128	20651	168	450	3609	75	2054	640	676	113	25	73	104	3530	97	139	464	223	14	72	15419	291	185	19576	879	150	1239	6130	2481	243	522	4996	102	213	679	55378	693	71	382	1120	831	120	1119	18381	131	389	114	201	228	231	952	668	89	286	3556	3738	8416	87	183	12598	451
Sg_C04_25	65	264	185	760	41	57	925	545	503	311	0	397	359	434	1680	807	257	1424	23	62	556	1479	1847	2310	245	150	5449	249	68	1714	619	85	358	13949	9578	163	3559	88	188	941	366	3264	531	10228	75	1529	183	103	3661	1733	2243	2910	272	3218	2219	4326	658	271	4591	1973	244
Sg_C04_33	263	560	2393	203	99	122564	1587	5040	6682	64	0	562	11380	10233	183	503	66	689	26	521	283	14107	541	2679	19	6264	2633	33	101	9331	336	29	2463	23219	37	12	293	222	181	261	246	1805	235	63	84	260	249	5081	715	1800	838	1144	163	242	49	4820	5	109	319	25271	169
Sg_C14_34	2206	9485	17364	494	1577	19835	48235	1328	3066	246	0	77	11276	2202	98003	44001	745	6816	409	7	4414	8588	838	199	13	20269	650	46	829	14158	4057	12	6853	129953	71770	3	13501	547	32949	17232	21330	18047	2510	224	100	58307	11133	171	825	2227	3915	2880	4881	18769	63	1944	33	145	19371	916	159
Sg_CA11_3	31469	114019	4265	57132	648	837	8493	34651	684	229132	7	4318	106389	17788	2965	24817	47376	26489	287	370	17366	7551	7218	13332	139	373	9473	490	2317	37605	3941	336	14070	2111	12746	18	12779	10357	143361	22759	41495	6563	9241	82417	1639	96038	59806	4217	13558	22521	49921	8534	1098	42383	709	17058	548	271	33041	17509	1675
Sg_CA11_45	27	61	30	133	18	680	172	80	1287	45288	19461	47	134	29	57	56	28	121	14	15	65	5987	19768	57	33	110089	5173	61	8	214	2875	14	51	8836	28389	12	575	104	116	48	29	113600	897	17771	50	19745	46	7142	3048	522	66	120	89579	125	14581	11515	33	138	10946	210	73
Sg_CA11_52	9	12	3	29128	3	157	235	210	11	177	77	2	257	13	1408	45	3691	109	110	7	47	2976	931	4536	5204	5612	1183	143186	136	63635	619	2793	449	9884	3354	763	603	218	1481	724	2236	50980	2408	9420	15555	8147	6026	2446	104463	4886	1469	1538	636	5147	254	6455	2057	5202	14792	247	6749
Sg_CA13_9	561	2349	644	3421	75	395	3922	592	601	2405	5	650	10284	1333	7622	2886	704	569	1534	41	1860	478	542	1018	44	296	1556	553	469	2168	306	4	243	2462	2406	36	2468	86	632	464	2120	540	443	135	117	3596	14878	1061	8437	702	1726	5923	294	3067	114	2424	110	1382	1178	554	69
Sg_CA25_14	11	110	99	166	39	54	796	136	342992	116	3	98	41	24	64	3575	502	89	2837	42	278	148	59521	144	128	106	4286	102	26	466	2870	23	4508	144	71	18	361	24	372	332	45	151	122	113	42	277	66	44	367	589	164	737	102	100	214	5109	10	145	268	23724	95
Sg_CA25_21	127	266	388	669	507	2136	2407	245	6431	4744	1297	941	319	414	125	2148	505	4772	760	310	158	129	5265	63	598	865	3984	114	5466	106	1415	676	14485	359	338	1967	2670	5362	478	856	734	695	1043	84	2781	454	2750	4056	469	244	290	4525	646	959	663	1316	22	26	771	339	932
Sg_CA40A_55	13	930	22	29	5	9	1490	39	208	6	1	9	18	8	31	56	8	260	3	9	20	18	12311	92	0	19	98	14	0	57	404	0	21	15	113	35	120	4	20	273	18	31	331	7	3	1308	17	17	4320	28	26	50	13	51	5	185	7	21	20	1807	33
Sg_CA9_20	121	161	244	2282	1336	368	1918	1397	149	29654	132	1090	1637	329	1077	1622	303	562	305	2497	1698	12420	2580	2866	3368	7203	10203	4087	282	5552	2732	1299	3534	9985	11117	874	2433	585	4145	2049	1804	14112	10481	61932	1688	17280	1370	870	7475	4568	6092	2447	17273	6690	69113	8511	994	10857	56634	15079	3329
