#OTU ID	E11	G33	I09	M18	B27	A02	A28	A33	A37	C02	D02	D10	D18	G02	G47	K43	M04	M16	P15	YA02	YA03	YA04	YA06	YA07	YA10	YA11	YA12	YA13	YA14	YA16	YA19	YA21	YA23	YA26	YA28	YA29	YA30	YA31	YA32	YA33	YA34	YB31	YB32	YB34	YB35	YB36	YB37	YB38	YB39	YB40	YB41	YB43	YB45	YB46	YB47	YB50	YB52	YB54	YB55	YB56	YB57	YB59	Z04	Z12	Z14
Sg_K36_8	1048	9228	26	91	2	867	4	3448	8935	4	2808	2	2271	1836	0	14	7185	1676	7	12381	13870	5	16364	65	1336	1969	1398	18	2642	2	6	911	1562	39	4281	11945	1	12323	2786	827	270	20126	218	358	3158	7	984	44	723	36	2219	0	2026	229	1410	67	12	1850	10759	17046	18482	17255	5419	3070	496
Sg_K40_29	44	956	235	106	17	3867	1567	115	42	526	153	57	578	475	1311	482	891	58	622	723	584	303	251	2440	317	737	436	768	306	44	246	214	311	187	500	528	25	210	167	549	1148	491	279	453	176	482	126	280	316	40	378	1901	695	1148	96	928	314	549	8206	481	1168	612	1377	1444	626
Sg_K40_38	40	119	113	9939	0	150	114	4	56	32	34	6	114	83	13	30	1401	6	8	89573	30	6	50	28	24	75	31	40	73	2	64	42	78	12	29	62	0	57	32	60	95	72	1483	17	96	95	33	80	39	5	63	2	65	123	15	2286	51	53	148	57	6255	66	7430	58	114
Sg_K40_4	14117	21490	9854	825	7	765	381	2546	134	87	54	4	76	395	8	67	960	11	34	864	101	31	90	375	232	73	47	72	73	11	61	32	36	17	21	81	1	304	273	967	104	51	26	36	294	82	35	47	124	3	103	52	44	544	173	1153	152	22	1276	46	519	802	180	5301	1090
Sg_K40_76	131	524	992	1267	75	3380	248	97	95	306	22233	98	621	18790	141	129	692	174	282	487	433	491	778	1338	527	985	745	659	391	58	521	495	439	288	296	741	74	644	310	1927	857	687	454	369	500	184	157	555	448	70	1726	488	729	778	459	393	535	738	656	1204	727	369	372	718	510
Sg_K46_34	30986	2971	81	29532	2069	1683	976	33	133	1840	287	149	3241	5838	184	9031	4035	908	96	12875	6559	24	10032	505	11495	103102	104	2371	45719	2090	670	497	48975	17	201	3698	4	1644	4598	2298	12251	3294	217	164	1049	1916	11843	107	264	629	599	39	1246	6771	12888	1679	101	1441	573	1465	1571	2438	8120	659	4180
Sg_M01_13	3056	138	91	5832	2	3594	24	27	68	54	10	2	34	733	7	42	5080	19	22	1849	91	22	241	57	128	55	29	66	18	3	55	14	64	82	1	32	0	97	20	104	46	65	88	14	6765	20	26	26	48	9	27	1	79	1954	57	1101	29	57	2190	50	508	17	123	4189	5425
Sg_M01_30	615	907	1141	1156	30	4983	78	13620	353	261	138	21	316	860	107	183	8163	63	111	985	306	209	294	169	189	302	225	207	327	24	122	197	427	98	162	166	4	273	272	355	318	248	230	189	3360	409	195	127	650	137	194	147	509	1096	181	295	160	146	1188	335	3226	274	451	430	5456
Sg_M02_37	7518	376	1958	1389	52	372	152	125	15	2	2278	66	925	343	99	95	1512	140	275	342	1274	20	3059	5416	3539	1471	8035	1814	3113	3	11	4023	790	2	12424	428	1	1419	10944	2795	1820	4113	4061	69	1269	579	60	127	746	19	808	2	690	1273	716	978	10401	3222	487	1349	1604	484	2782	21	785
Sg_M02_5	88	94	70	76	300	91	93	60	45	124	379	57	781	8763	69	95	396	87	376	32247	438	807	10693	784	12017	10543	813	5493	452	822	752	503	2030	621	2361	37318	70	870	11923	10445	7819	29551	481	611	558	486	5131	1448	764	64	454	861	22971	881	190	411	327	886	10519	825	49228	573	5527	672	884
Sg_M02_8	152	95	1950	1817	24	234	216	44	709	661	136	123	2018	1457	165	489	1963	192	76	200	2144	387	2738	4360	3553	1131	279	5776	3464	512	550	229	2698	477	260	8636	20	2176	7711	10558	1115	3464	1316	208	7206	99	285	1715	1684	9	3158	244	325	1826	62	7352	957	267	6940	1796	905	1822	3223	6177	3795
Sg_M03_37	36	173	218	774	42	171	157	32	93	56	136	53	173	4013	72	159	434	2401	56	359	145	158	16847	237	601	258	928	41	169	30	2319	58	512	104	58	184	2599	200	34	157	10820	2470	10667	358	325	71	67	288	300	162	106	93	80	1194	10369	412	739	196	219	118	246541	105	180	219	441
Sg_M03_38	128	6	31	13730	3	445	415	1	59	12	6	12	20	38	4	54	176	1	6	87	5	2	2	13	17	28	6	2	85	1	0	5	8	8	3	13	9	11	3	30	0	1137	11	1	17	6	6	2	6	3	5	2	26	23	44	253	0	43	13	5	245	1	213	4	10
Sg_M07_23	53	5824	508	1563	14	1082	839	140	81	497	1229	89	554	2457	3725	1283	1213	54	222	1680	2057	373	192	495	202	452	264	1525	238	9	361	283	170	273	69	268	34	545	103	1616	451	905	652	309	441	103	90	167	274	2	340	236	3249	778	76	961	259	351	343	308	1140	561	1827	322	667
Sg_M07_27	38	70	243	14724	2	3121	18	9	57	22	49	3	18	169	0	15	113	12	7	172	33	6	53	43	5	39	6	4	28	1	59	28	15	4	10	22	0	86	41	31	19	31	85	4	149	15	8	29	41	17	4	6	37	144	5	78	12	7	33	10	53	16	28	48	87
Sg_M07_39	2985	98	6011	72	1	79	44	3	286	19	16	134	92	174	33	79	1346	1	101	27	824	0	63	59	1	0	6	2	0	0	2	3	2	1	91	31	2	2053	12	630	331	88	157	0	27	139	22	1	0	1	3	1	7	62	46	7	51	0	42	190	43	9	399	424	7
Sg_M07_4	3167	368	67	7514	13	1269	190	8	383	966	60	157	33	49	35	212	35	6	296	61	9	0	406	9	774	1	6	5	6	0	2	2	17	1	43	180	1	63	17	1988	6	3	5	0	85	25	852	1	0	10	3	1	48	8884	4	3753	0	0	50	1	114	23	83	225	1570
Sg_M08_36	8143	3667	84	6708	3128	1539	283	194	54	2004	3218	29	3364	351	37	265	6110	1945	99	6294	1017	576	5104	3368	10650	36329	173	1032	19311	24	402	3040	6186	378	43771	8624	7	1543	3138	4782	11353	9230	189	1181	8550	179	228	441	469	178	1316	269	2407	10146	4655	2595	886	9001	12017	9589	2101	612	6048	1548	1698
Sg_M11_5	1912	3429	227	2777	1893	10208	45	13823	557	102	2854	910	3124	2043	2259	4118	183	21414	621	135	75	11	238	14	162	1343	351	9	173	29363	120	7	93	29	1580	5947	24479	8	1460	791	2707	218	2798	884	4	168	13387	2417	50	1611	46	6	9	1378	714	192	366	555	74	987	3316	521	970	58	450
Sg_M11_7	92	161	70	155	9	379	13	64	84	36	235	15	59	85	22	29	121	22	62	67	72	97	66	70	66	139	43	42	68	5	41	94	99	129	119	82	14	85	51	1004	170	65	110	82	126	102	93	126	143	108	87	137	94	84	35	100	73	112	90	150	48	101	77	147	98
Sg_M12_17	257	9042	43273	34122	568	2765	20003	563	724	31776	1263	35554	14562	97935	202	61684	24124	2705	840	72973	9555	1002	395	1361	1597	5422	4627	1343	6250	34	1039	4806	676	692	448	6223	160	22571	5626	21023	44302	1663	308	1688	342	813	300	6858	3452	572	752	1153	1636	36936	1784	68093	6618	1388	831	2012	5696	27607	22819	61162	11403
Sg_M12_21	4353	96315	32493	1219	6611	5825	30578	79	115836	233437	15839	794036	17262	30828	433228	111237	15575	8837	59274	60309	2476	901	651	3566	6491	668	4266	6594	3306	21	8329	555	823	4290	26387	1639	298	20302	3285	4615	11238	554	587	2286	50980	52767	38171	1399	1541	29500	868	6241	8843	632	448	10389	843	289	6996	839	1075	3396	22011	1371	4657
Sg_M12_39	1159	59266	398885	6159	1255	4338	2611	2684	219785	9087	71688	136794	1881	5268	108042	26952	1005	126	79498	14789	3055	142	381	878	2019	1418	649	4054	404	413	11967	1066	246	291	29391	352	163	2719	5362	41924	30366	142	933	633	184003	46665	44110	645	237	1688	1423	551	4007	2447	97	19468	327	40	2933	64	677	11261	9077	7413	15198
Sg_M12_6	1536	1614	697	7554	2845	6136	3743	887	6530	570	3500	2747	54591	8734	5286	17168	40344	18556	3928	30722	57003	77200	78331	53632	36230	65384	5523	55042	42714	18812	13652	46897	116966	5907	68190	49674	1763	17653	61806	175552	42028	56375	71001	7938	2748	3294	83204	7074	27793	1064	87121	95332	55332	45167	4783	59664	27982	44756	25851	29278	25670	5293	26077	74151	75094
Sg_M14_27	21762	4769	17527	3102	198	1716	1351	38	435	245	1803	2192	13476	4225	1633	2267	12537	27849	6850	4623	1094	5828	2076	3917	1286	9997	23575	3402	2723	193	6970	14668	1108	234	729	8599	23	6049	1271	4159	2359	5027	3250	229	16830	249	18456	11494	1201	8	3264	1904	41468	6811	251	5134	4086	11452	4448	9170	887	1270	2334	11518	2298
Sg_M14_34	4021	17	22	5	28	9	2	4	22	1	3	0	3	8	1	16476	2636	1	4	19	4045	2	1298	1	123	22	6	3	869	0	5	977	5	1	312	0	0	4	8	0	1	0	0	0	12	0	0	3	30	29	1	0	5	2761	0	3054	311	1336	0	12	1	768	0	3	1
Sg_M15_10	4962	779	3443	2051	18	3975	243	70	3221	586	956	190	146	4056	16	1649	2776	47	364	1805	634	146	276	473	86	111	119	67	163	4	78	125	170	70	95	75	20	271	134	1552	853	290	84	40	196	259	247	87	201	10	94	230	248	251	76	638	79	133	579	77	465	283	4609	847	2256
Sg_M15_17	78	4374	2570	1929	111	4826	596	1045	4364	1760	2419	114	1662	3469	864	3968	1348	42	10261	1547	1664	1276	268	6535	839	497	250	362	476	712	289	373	627	715	85	403	40	1644	258	47364	765	595	978	2988	8818	59947	162	459	582	65	2232	108	159362	6645	168	8944	810	3884	1967	1216	904	1753	2413	1086	1214
Sg_M15_29	510	20731	6085	205	49	156	577	94	5137	1597	1536	4358	588	2683	3314	1352	229	249	2850	517	150	73	149	74	74	99	25	129	172	10	259	390	870	471	524	60	7	185	155	1164	769	27	40	39	4862	1358	5128	13	21	2620	109	24	135	140	10	980	20	22	1642	28	84	280	595	164	408
Sg_M17_3	1999	929	482	10779	17	301	70	360	172	117	109	20	185	503	19	93	583	61	54	7820	1391	655	414	342	395	443	498	626	410	16	353	139	848	179	814	443	216	506	226	709	411	305	201	114	56849	630	215	414	805	44	321	356	263	2066	164	328	354	340	11017	501	535	321	303	1090	2713
Sg_M17_33	890	203	154	1640	5	2208	688	17	348	64	65	96	8104	212	72	401	540	18	42	865	87	15	659	1366	44	154	16	52	498	0	32	10	92	1	9	55	2	516	388	97	492	61	16	4	430	18	13	37	42	6	30	31	41	1385	377	433	31	12	913	30	377	14	77	242	701
Sg_M21_45	77	773	577	335	53	5260	465	180	128	518	562	261	4315	962	212	801	1029	341	404	1469	832	747	801	1169	729	1147	1193	996	4188	110	736	759	980	830	671	847	119	888	737	940	1021	814	724	1073	626	506	263	723	926	140	1206	1254	1476	18035	197	800	444	1491	1219	801	668	797	1131	1796	632
Sg_OA11r1_10	7780	2186	1539	6048	478	3307	17359	1352	1365	549	1256	375	2593	2675	821	7429	5229	2641	1319	2973	1484	2110	1884	2180	3774	2583	4218	1790	8054	1510	5944	1494	3429	1757	1668	1865	1420	1618	1185	2266	2417	2771	1810	3849	2315	1405	771	1102	2141	1626	1816	1678	2228	3482	8030	3055	2827	2039	2000	1958	2915	1397	8341	1340	1170
Sg_OA11r1_12	7859	43	305	5747	23	3274	21827	2	329	140	35	13	620	2019	510	12528	4521	115	138	2651	300	0	114	392	14413	321	191	5	4653	10	51	29	141	3	13	1368	7	237	95	12219	3	3561	1242	0	17	5	15	2	111	1	45	6	1422	887	136	1527	3	997	141	188	292	5	21060	83	171
Sg_OA11r1_9	80	261	42	65	32	80	82	98	1818	109	277	30	486	33751	63	3808	302	728	85	336	359	451	556	6859	465	6858	25922	2412	240	50	493	277	6734	6187	3769	508	149	319	188	378	20710	552	217	869	38419	378	270	582	535	263	913	660	436	1368	120	1112	373	5024	3090	3160	295	15699	16085	1194	21393
Sg_OA13r1_14	2074	21	33	1586	3	5714	3	52	5	15	19	0	101	1197	21	798	1327	23	12	7547	507	3	68	61	6	91	18	1270	415	2	0	2	19	3	7	3	20	143	166	239	5	8	982	1	72794	24620	13	208	29	3	13	0	17	498	332	1869	551	642	526	23	1256	151	362	72	2202
Sg_OA13r1_52	56	143	134	4384	37	1753	325	207	177	181	379	186	441	11267	143	1654	4017	104	159	12452	488	1108	464	914	651	916	1046	796	611	33	767	756	581	710	264	466	90	3242	252	701	384	499	499	834	278	494	311	1073	494	208	670	634	549	8610	197	443	264	2277	3192	498	2113	448	499	640	755
Sg_OA7r2_37	43	305	303	172	19	1359	14860	100	30	217	172	238	1916	786	2991	123	362	428	318	4491	332	1476	48	427	248	277	1098	469	894	28	366	211	147	48	29	389	1	182	81	264	120	1260	347	58	126	217	1913	274	1313	53	736	326	647	305	113	5152	387	304	1428	174	2662	71	942	2603	1425
Sg_OA7r2_38	1318	5862	2605	2735	2892	3367	1262	3060	842	1436	1809	517	3306	2812	861	917	2604	2358	1648	2422	2555	2319	2899	2559	2953	4796	3081	3536	3116	2139	2547	1807	3157	1314	2178	3195	2153	2577	3012	2997	3073	2876	2727	2891	2062	3795	2732	3143	2731	1515	3049	2681	3953	6963	1933	2693	1621	3836	2937	3870	2520	2732	3109	3416	1970
Sg_OA7r2_4	140	41	31	62776	2	18050	1164	0	16	13	38	9	13	11	35	14	33	2	10	23	36	0	0	3	7	2	1	1	901	0	1	9	1	1	4	6	0	3	1	20	1	2	7	1	10	3	1	0	12	2	1	1	32	3926	2	34	0	1	6	2	8	3	94	12	6
Sg_OB03r2_1	4398	6278	3005	1564	0	1	2	30	27	172963	10749	4930	43	17	13	11369	28507	1627	29	5734	42599	214	59265	1	1389	3878	13	0	1754	1	8560	263823	21987	377361	8040	6	1	23268	152686	1403	41552	8	478	4725	20947	127	66	1	1731	128697	11	94724	28	4482	17	5350	125384	54031	5	20127	35668	312660	5	671	15411
Sg_OB03r2_39	130	236	64	395	276	401	466	2021	411	465	7928	176	4176	3517	526	238	2477	809	8359	5036	6917	17439	8223	7310	7198	6642	12821	22030	6114	315	11584	6591	13692	9246	7748	6692	4887	10935	2288	6213	5656	10211	2757	16496	1784	8725	1875	19215	15302	909	5064	23705	4942	24407	3477	2232	11116	9524	9686	11372	4449	10633	4193	5519	4257
Sg_OB03r2_6	176	5735	100	67	4903	31	102035	61	81	32	9227	163878	4260	1578	1574	31	15216	4046	13185	132	3302	489	1305	106	676	1347	449	9545	3580	511	1059	17062	379	17746	14739	203	2493	1237	73622	6789	508	2100	889	1147	278	4426	78	54	374	356018	538	370	6224	330	9954	10699	722	3043	97	18896	71900	634	90	95417	1673
Sg_OB05r2_32	27	3632	757	1262	1727	116	15	6203	5308	1686	11448	82	2636	3327	838	2041	63	1190	5592	1414	5209	12158	312	345	359	199	4610	3142	244	1	10364	15484	1111	25377	4858	1388	616	8049	5675	111	211	1259	10565	13144	3365	9075	2216	15092	5051	9363	3712	1647	532	68	98	101	9158	538	4060	4264	419	14976	588	368	173
Sg_OB05r2_38	964	1449	705	4778	5672	2232	3268	52	127	1105	371	3089	47574	11711	721	2982	12271	1468	440	1131	7286	52987	34643	94273	28141	9103	20138	10157	10734	1983	19854	34217	22565	70564	6620	15906	6201	19612	16507	53201	13003	32645	895	591	31795	187	2815	35067	31674	239	39436	23642	19612	4409	25408	14295	495	22951	7513	29880	33938	17975	22302	39016	8581
Sg_OB05r2_8	6583	230	1836	1968	51	886	98	802	25	13	1442	75	1173	333	95	213	1209	716	379	245	1106	61	1754	2749	3367	1282	2174	1047	3811	947	35	2140	652	83	4783	709	867	1610	5724	2480	1469	3002	3417	46	1194	675	248	117	1238	90	853	2	1014	916	740	788	9020	2537	755	1084	1330	570	1345	26	909
Sg_OB24r1_18	10561	11989	2003	9717	10600	5819	18121	40528	16695	6554	7248	2784	278891	20735	22269	14815	38508	32886	8831	5004	7380	15134	120739	127293	177305	18356	16603	16535	24726	18920	17455	139956	84884	152238	3955	47517	6213	21973	28903	14958	18715	19007	133159	152161	8154	3745	1681	14487	62534	8459	241265	21946	31813	32607	2587	35855	11185	71767	14740	14253	40898	21207	14211	20363	18202
Sg_OG24B2A_25	50019	138077	1289	28155	790	4592	7949	569	923	6448	1873	3290	9405	19771	1434	11807	23327	2826	903	6902	9350	1155	6556	3117	7015	61572	831	2810	50038	315	3184	1542	14965	1143	17608	4220	35	14484	5228	6520	11109	2655	8635	1029	4488	10840	4866	10733	3517	2792	5505	2116	11646	9396	6093	42427	2272	7362	9658	9408	3975	1601	12174	44117	3867
Sg_OG24B2A_39	92	2169	18652	19	10	418	129	19	2179	1352	3309	17	3235	4205	22	34	201	355	269	16465	251	1497	183	320	232	347	2543	4753	200	26	12238	114	293	106	297	664	18	170	87	6670	187	214	93	181	168	2879	172	336	110	32	323	113	575	169	55	7487	171	210	2159	126	447	222	81	2849	2056
Sg_OG24B2A_8	151	1739	2929	387	773	233	118	14	4415	960	95	1695	230	813	807	933	88	48	1108	326	372	22	13	129	405	31	51	34	58	1	49	7	46	21	805	71	3	2436	168	378	159	8	17	3	412	210	245	8	10	115	37	15	309	90	15	459	1	6	1821	12	29	205	2272	186	334
Sg_OM21r1_55	1203	167	317	454	2	434	41	181	453	75	33	26	53	882	10	75	481	29	41	542	209	27	80	103	33	72	43	4	61	1	49	58	118	6	51	60	0	58	41	323	83	67	66	35	664	32	248	29	67	16	87	2	113	1349	19	214	27	23	396	19	476	72	223	320	2149
Sg_P15_12	8	28	20	16	49	28	23	622	52	28	127	10	137	90	16	8	88	92	19917	64	179	218	73	74	166	74	94	177	26	10	2824	61	98	182	37	150	68	104	112	324	1501	113	4091	130038	175	58	55	202	312	12336	127	129	200	92	31	33	103	96	57	122	99	89	1579	100	47
Sg_P15_15	1005	252	3706	167	17	143	49644	136	1918	3161	1413	2016	946	582	3667	855	2313	394	13234	8387	314	74	3065	630	386	3772	1306	1273	590	26	198	176	84	129	150	193	28	1464	168	6679	221	239	10854	3068	2508	1583	52	5938	230	1787	3563	336	362	206	733	18124	3982	316	268	316	2652	406	2356	846	1088
Sg_P15_2	78449	5749	1280	8644	444	2122	653	189	250	16035	818	263	9529	1852	335	6561	4399	1142	26108	2058	49551	23612	8766	17368	2846	85204	178	43265	113447	38	933	1780	57958	94	2198	30766	59	4962	4351	2834	2813	52313	4601	36800	2225	1099	1173	194	1136	11240	20230	251	90799	5478	3760	20588	43905	17822	35548	121334	2031	2472	7974	44274	28833
Sg_P15_21	68057	66270	622	21785	482	3493	3137	220	1020	2407	742	444	21440	2962	9617	963	22247	1151	40057	6005	9941	281	4995	2015	5253	14955	6041	676	14089	149	1961	937	38805	73	727	5431	4	12568	9503	5924	4198	1643	7747	331	4874	180760	26508	1433	2559	1409	2843	285	9750	2412	3284	13131	798	4776	13728	2642	2495	663	14875	5564	2221
Sg_P22_10	378	260	91	243	9428	7396	13	11232	225	17	246	125	215	109	159	135	6	2499	11	47	624	0	29	0	146	106	909	33	69	2274	424	4	57	412	85	813	1217	0	155	68	325	7	210	39	5	2	424	98	6	195	5	11	9	196	39	54	233	154	101	107	163	25	1011	0	49
Sg_P22_13	26125	286	898	18077	2	383	0	20986	5003	1790	176	91	26	93	24	130	623	191	7	179	638	191	445	183	631	192	3	640	451	94	1116	2280	98	1260	426	43	0	255	1346	32	128	10	14	115	2525	21	10	30	60	1528	31	1463	0	10255	5	265	873	853	4	112	246	2166	16	12	585
Sg_P23_1	5994	286	2595	1154	37	285	69	102	17	9	1052	83	567	352	92	77	1562	153	377	376	1340	19	1983	4017	3331	1597	2024	1421	3087	2	14	3399	499	27	5380	394	7	1592	7762	2726	1638	3156	4515	1	1152	512	50	19	663	56	1019	57	648	1041	736	819	7721	2040	487	980	1348	139	1930	55	579
Sg_P27_36	726	631	19	212	3643	1856	949	21	1311	1644	62	153	32088	4654	1047	6	17397	14607	137	12803	23714	60037	11528	11386	56639	16191	105	11370	12786	109	23	18639	15103	89634	28045	10775	13413	21607	22016	18815	99	1206	2710	129	10162	51	13422	21478	167	426	112	108	35432	222	93	12060	25	2820	6247	33409	7250	30625	6124	12551	3270
Sg_P27_38	65	395	15	2579	3	1063	653	200	2428	5	32	275	1445	3594	2	19	672	8	6	891	9	62	42	305	38	9	12	9	10	12	76	56	86	8	68	13	13	288	150	14	8	32	194	9	42	181	7	8	192	0	123	10	68	268	5	1690	21	15	32	12	75	161	1670	573	10
Sg_P27_4	4359	2503	1386	721	1019	737	10105	72	4726	2081	1825	5030	5418	602	2169	3672	628	190	2490	488	323	68	381	118	174	87	124	1497	2786	8	97	388	42	41	362	141	89	316	120	1279	243	242	74	64	1154	655	727	189	533	198	103	148	162	429	62	525	18	1475	357	46	544	2960	1886	153	352
Sg_P30_9	520	3423	2417	1413	264	1052	2053	1621	3151	3159	4159	1478	6342	9391	1191	5183	2665	604	3104	3318	3776	3804	6408	4597	3063	4495	11229	6139	1973	253	2586	8818	4321	1802	4981	4910	791	3121	1919	9340	3199	6672	4058	4308	4585	5298	1744	7275	4164	1406	4169	3783	7072	2041	5120	3307	4919	2760	10791	13663	3321	5385	5790	8172	6648
Sg_X03_29	13	4	5	17	0	49	2	62	26	1	15	1	4	3	0	5	15	1	1	7	3	0	4	4	2	2	1	1	17	1	0	2	6	1	3	1	1	90	14	40	2	2	3	1	4	22	17	0	6	1	9	1	9	12	1	7	2	8	4	7	10	12	7	6	17
Sg_X05_12	86	4231	67	27327	4	850	303	74	65	4561	105	9	2088	11016	24	714	628	17	133	3258	26597	77	5927	6886	198	144	65	129	76	40	359	110	8787	12	576	3510	15	215	3387	35217	150	10111	94	47	184	166	103	154	141	8	6677	108	194	2427	57	20793	117	144	6548	87	14326	146	762	446	6040
Sg_X05_3	114500	46	63	103465	560	27952	254495	0	247	50	14	1232	31468	28930	150	207614	51139	3904	106	5928	5215	0	2094	305	1383	5523	7367	1	78750	49	38	13	5055	8	0	755	41	416	6871	8111	7	3105	2267	1	16	25	10	5	386	8	1982	1	32656	4496	2149	22175	1	5074	2393	4451	1780	5	37078	2593	1204
Sg_Y07_14	179	44	19	3960	90	942	172	68	251	129	197	14	1193	3371	24	827	1987	56	350	1253	5272	2329	3103	8413	2964	2801	199	826	394	260	1617	5573	1020	288	5124	1733	276	3923	1332	6601	562	11137	6196	448	1244	79	288	1790	5002	11	7629	650	302	5154	1719	192	369	366	1339	5206	2697	2210	4855	4136	3316
Sg_Y07_23	15831	657	2371	51770	113	1477	1433	57	358	418	559	40	472	43427	47	56	46232	87	177	1042	258	526	353	37845	1759	1040	190	163	124	43	30837	1380	11729	80	86	9124	42	224	646	17287	305	7026	105559	131	21603	128	66	1035	27281	64	424	237	722	4110	380	7343	212	7629	836	195	19282	17143	12932	616	1038
Sg_Y07_27	142	278	143	331	60	184	279	389	99	37	594	855	6519	713	99	65	172	65	258	109	198	315	292	633	441	304	145	119	235	42	168	107	233	93	79	214	151	452	200	296	14216	239	146	584	220	177	105	288	2797	155	1186	78	7154	4766	594	587	177	143	136	861	174	183	802	286	186
Sg_Y19_10	1921	401	30	1812	46399	2839	64	3498	1035	27	1682	748	47628	3552	1994	1348	597	3077	187	175	63	5	39	3	56	458	589	187	33	34101	87	0	2225	28	194	1157	3576	0	408	519	11574	36	383	317	74	13	2995	218	158	741	10	1	3	560	133	2090	35931	551	153	89	388	501	2449	11	43
Sg_Y19_13	0	155	919	202	52	85	20	1829	1299	3168	563	1075	36	1506	2037	7298	20	16	2928	489	427	111	52	34	10	135	1955	93	41	461	105	50	12	313	29	31	43	33	27	99	38	68	743	160	428	12474	913	4969	42	0	17	43	631	11	98	81	237	601	20	195	7	652	75	59	600
Sg_YA03_20	6647	1326	4953	2425	1504	771	339	1171	218	3489	2105	384	1153	1249	248	800	2791	573	1229	1172	50887	1502	4402	3958	3537	3651	2767	2303	5295	307	1341	8274	2774	7346	7120	1834	831	2803	10915	3879	3775	4856	5992	2111	2348	1181	632	312	3250	3044	2260	2405	3052	1977	1319	2128	11393	5378	1857	4512	3003	6823	2457	1447	2013
Sg_YA04_9	110	137	312	2034	147	1124	421	169	380	244	373	79	1507	997	183	241	4538	281	1201	464	2555	8000	2253	13415	1585	2163	376	1607	2923	117	547	1127	1376	857	8515	4844	116	8722	1830	2236	1019	4237	541	401	1928	1119	907	2632	1128	42	1128	735	845	8316	3708	1633	451	5046	1754	1011	2605	2514	5905	8981	2336
Sg_YA12_28	693	3297	868	1799	610	907	943	2062	1060	1142	5805	1231	4909	3473	1087	1133	2366	717	2786	2564	5908	7967	7422	3442	3370	4869	20467	4921	5402	360	2618	2146	6006	6213	5148	4201	796	6321	3437	4321	3027	4498	4765	6163	2316	14718	2386	5411	4463	18377	4855	7573	5808	2196	1894	3042	3519	3746	4156	5240	2922	5641	3198	4947	2808
Sg_YA12_4	209	22	5	783	766	8718	1657	44	6305	2516	4278	160	42313	3297	1302	2119	20058	1866	2048	3860	15792	5772	3674	317	68347	3173	8041	13668	2471	85	391	28490	1309	3002	45649	331	90	76	17982	4619	7748	21298	29522	15	8512	5265	1659	2457	5126	1246	25606	39	24	2398	13	16903	459	17356	6245	5311	19176	9843	19507	12831	11582
Sg_YA13_10	185	3566	1981	1063	77	553	292	361	525	234	818	85	1025	8625	305	213	3053	230	850	2324	3688	1105	6567	688	699	1080	1455	34646	546	33	24123	644	4352	609	6335	893	650	28830	1525	1107	15721	1194	1295	868	23211	2684	328	18141	12777	340	15223	865	1388	1598	969	20303	15940	1148	45762	5042	851	8785	681	1428	1813
Sg_YA31_31	22886	86	28	18387	52	48301	50578	0	143	21	12	19	1818	4355	139	26476	10351	365	37	1630	759	75	253	294	570	1031	887	11	13212	17	51	18	686	14	174	156	4	20705	347	1613	12	1460	648	29	36	84	56	9	509	6	172	0	2455	2590	395	2107	32	4310	563	640	808	11	141767	361	277
Sg_YB34_1	146	569	205	1861	410	718	1005	62	1054	152	182	36	10032	862	75	88	1479	1049	260	4085	345	417	1084	11872	2116	764	235	1752	2144	64	17071	5824	4803	401	286	1461	36	6747	1203	1352	389	2362	1017	24950	6697	67	8032	370	329	70	2014	381	11109	7707	755	5278	5755	1901	1740	1388	6346	3854	649	1229	1887
Sg_YB35_19	111	301	444	1945	200	714	151	1319	250	686	1863	129	5380	2651	135	709	6360	363	937	5320	3733	4371	8060	14100	2981	2761	2215	3019	3951	2225	1740	1483	2792	2423	2395	2876	584	3191	1411	3995	2025	2207	1358	1517	17809	10084	1001	3750	1743	130	2161	2183	2395	3638	1571	7545	1580	4554	3511	3608	1439	1932	2472	3835	2618
Sg_YB35_41	32	178	320	1614	74	28370	17621	1002	32	2587	849	16317	743	260	92	78	336	521	6040	3404	789	836	178	374	154	404	590	6648	351	30	5414	148	1204	75	83	457	4	1490	190	205	2369	423	1198	170	17116	5539	22158	209	457	18	304	269	3243	580	87	944	356	365	2901	402	966	3542	2128	4325	442
Sg_YB35_7	8515	290	2253	1321	58	416	133	202	44	59	1874	66	672	350	99	98	2274	131	503	450	1084	414	3037	4744	5350	1997	1960	1488	3370	10	78	4685	556	345	8023	643	8	2118	11000	3150	14788	3396	5465	103	51204	730	189	103	9062	709	1287	20	764	1297	668	1038	14715	2256	741	1732	1724	653	1957	119	645
Sg_YB36_42	887	6446	2814	2947	1531	1663	2576	10005	4973	3231	25817	1677	14373	17967	6306	3106	12741	2168	13320	22277	50577	69561	38334	18884	33446	28315	61506	113685	28942	736	42283	26526	56495	25045	48988	28888	31215	44732	13271	31086	29957	36425	10766	85907	4818	159165	5310	56675	87526	1754	29645	75195	16244	8002	12384	11466	47773	43218	35219	59213	20999	36163	12416	33081	17398
Sg_YB37_21	14084	6411	804	3417	34	1922	69	38	430	53	1396	92	11441	294	177	432	859	1347	433	4753	237	439	182	337	398	209	377	653	110	2347	327	438	3394	471	158	1336	330	621	310	190	3685	1238	1025	178	765	148	5813	266	699	82	279	408	1106	607	129	6899	141	255	528	571	361	124	1504	475	197
