edge_id	source	target	corr	weight	p	p.adjust	cor_type	pairs
edge_1	Gp_MJ3_477	Gp_MJ2_113	0.7257	0.7257	0.001	0.001	Positive	Gp_MJ3_477__Gp_MJ2_113__Positive
edge_2	Gp_MJ4_197	Gp_MJ1_12	0.6269	0.6269	0.001	0.001	Positive	Gp_MJ4_197__Gp_MJ1_12__Positive
edge_3	Sg_A11_12	Gp_YAB_339	0.7815	0.7815	0.001	0.001	Positive	Sg_A11_12__Gp_YAB_339__Positive
edge_4	Sg_A11_2	Gp_YAB_339	0.6592	0.6592	0.001	0.001	Positive	Sg_A11_2__Gp_YAB_339__Positive
edge_5	Sg_A11_2	Sg_A11_12	0.7174	0.7174	0.001	0.001	Positive	Sg_A11_2__Sg_A11_12__Positive
edge_6	Sg_A19_11	Gp_MJ4_65	0.4705	0.4705	0.001	0.001	Positive	Sg_A19_11__Gp_MJ4_65__Positive
edge_7	Sg_A20_2	Gp_YAB_333	0.5992	0.5992	0.001	0.001	Positive	Sg_A20_2__Gp_YAB_333__Positive
edge_8	Sg_A20_35	Gp_YAB_333	0.6476	0.6476	0.001	0.001	Positive	Sg_A20_35__Gp_YAB_333__Positive
edge_9	Sg_A20_35	Sg_A20_2	0.6002	0.6002	0.001	0.001	Positive	Sg_A20_35__Sg_A20_2__Positive
edge_10	Sg_A22_19	Gp_MJ1_272	0.4904	0.4904	0.001	0.001	Positive	Sg_A22_19__Gp_MJ1_272__Positive
edge_11	Sg_A22_19	Sg_A17_17	0.6662	0.6662	0.001	0.001	Positive	Sg_A22_19__Sg_A17_17__Positive
edge_12	Sg_A22_3	Sg_A17_17	0.5419	0.5419	0.001	0.001	Positive	Sg_A22_3__Sg_A17_17__Positive
edge_13	Sg_A22_3	Sg_A22_19	0.6372	0.6372	0.001	0.001	Positive	Sg_A22_3__Sg_A22_19__Positive
edge_14	Sg_A22_8	Gp_MJ1_12	0.7394	0.7394	0.001	0.001	Positive	Sg_A22_8__Gp_MJ1_12__Positive
edge_15	Sg_A22_8	Gp_MJ1_272	0.5723	0.5723	0.001	0.001	Positive	Sg_A22_8__Gp_MJ1_272__Positive
edge_16	Sg_A22_8	Gp_MJ4_197	0.6639	0.6639	0.001	0.001	Positive	Sg_A22_8__Gp_MJ4_197__Positive
edge_17	Sg_A22_8	Gp_NH_148	0.6217	0.6217	0.001	0.001	Positive	Sg_A22_8__Gp_NH_148__Positive
edge_18	Sg_A24_54	Sg_A11_47	0.6573	0.6573	0.001	0.001	Positive	Sg_A24_54__Sg_A11_47__Positive
edge_19	Sg_A27_23	Gp_YAB_333	0.6763	0.6763	0.001	0.001	Positive	Sg_A27_23__Gp_YAB_333__Positive
edge_20	Sg_A27_23	Sg_A20_2	0.6616	0.6616	0.001	0.001	Positive	Sg_A27_23__Sg_A20_2__Positive
edge_21	Sg_A27_23	Sg_A20_35	0.809	0.809	0.001	0.001	Positive	Sg_A27_23__Sg_A20_35__Positive
edge_22	Sg_A27_31	Gp_MJ1_12	0.7168	0.7168	0.001	0.001	Positive	Sg_A27_31__Gp_MJ1_12__Positive
edge_23	Sg_A27_31	Gp_MJ4_197	0.7208	0.7208	0.001	0.001	Positive	Sg_A27_31__Gp_MJ4_197__Positive
edge_24	Sg_A27_31	Gp_meta27_16	0.5891	0.5891	0.001	0.001	Positive	Sg_A27_31__Gp_meta27_16__Positive
edge_25	Sg_A27_31	Sg_A22_8	0.7602	0.7602	0.001	0.001	Positive	Sg_A27_31__Sg_A22_8__Positive
edge_26	Sg_A28_8	Gp_YAB_333	0.6866	0.6866	0.001	0.001	Positive	Sg_A28_8__Gp_YAB_333__Positive
edge_27	Sg_A28_8	Sg_A20_35	0.6614	0.6614	0.001	0.001	Positive	Sg_A28_8__Sg_A20_35__Positive
edge_28	Sg_A28_8	Sg_A27_23	0.6864	0.6864	0.001	0.001	Positive	Sg_A28_8__Sg_A27_23__Positive
edge_29	Sg_B03_29	Gp_MJ1_272	-0.4668	0.4668	0.001	0.001	Negative	Sg_B03_29__Gp_MJ1_272__Negative
edge_30	Sg_B03_29	Gp_MJ1_444	-0.5032	0.5032	0.001	0.001	Negative	Sg_B03_29__Gp_MJ1_444__Negative
edge_31	Sg_B03_29	Sg_A19_12	-0.4366	0.4366	0.001	0.001	Negative	Sg_B03_29__Sg_A19_12__Negative
edge_32	Sg_B03_29	Sg_A22_19	-0.5341	0.5341	0.001	0.001	Negative	Sg_B03_29__Sg_A22_19__Negative
edge_33	Sg_B03_29	Sg_A22_3	-0.5836	0.5836	0.001	0.001	Negative	Sg_B03_29__Sg_A22_3__Negative
edge_34	Sg_B03_29	Sg_A22_8	-0.5584	0.5584	0.001	0.001	Negative	Sg_B03_29__Sg_A22_8__Negative
edge_35	Sg_B04_2	Gp_MJ1_12	0.5796	0.5796	0.001	0.001	Positive	Sg_B04_2__Gp_MJ1_12__Positive
edge_36	Sg_B04_2	Sg_A22_8	0.6369	0.6369	0.001	0.001	Positive	Sg_B04_2__Sg_A22_8__Positive
edge_37	Sg_B07_38	Sg_A19_51	0.4777	0.4777	0.001	0.001	Positive	Sg_B07_38__Sg_A19_51__Positive
edge_38	Sg_B07_50	Sg_B03_29	0.5076	0.5076	0.001	0.001	Positive	Sg_B07_50__Sg_B03_29__Positive
edge_39	Sg_B07_53	Gp_MJ2_113	0.5241	0.5241	0.001	0.001	Positive	Sg_B07_53__Gp_MJ2_113__Positive
edge_40	Sg_B07_53	Sg_B07_12	0.525	0.525	0.001	0.001	Positive	Sg_B07_53__Sg_B07_12__Positive
edge_41	Sg_B07_62	Gp_MJ2_113	0.527	0.527	0.001	0.001	Positive	Sg_B07_62__Gp_MJ2_113__Positive
edge_42	Sg_B08_36	Gp_MJ3_477	0.5976	0.5976	0.001	0.001	Positive	Sg_B08_36__Gp_MJ3_477__Positive
edge_43	Sg_B14_1	Gp_MJ3_423	0.667	0.667	0.001	0.001	Positive	Sg_B14_1__Gp_MJ3_423__Positive
edge_44	Sg_B14_1	Sg_A33_4	0.5251	0.5251	0.001	0.001	Positive	Sg_B14_1__Sg_A33_4__Positive
edge_45	Sg_B14_13	Gp_MJ2_113	0.5095	0.5095	0.001	0.001	Positive	Sg_B14_13__Gp_MJ2_113__Positive
edge_46	Sg_B14_13	Gp_MJ3_477	0.4799	0.4799	0.001	0.001	Positive	Sg_B14_13__Gp_MJ3_477__Positive
edge_47	Sg_B14_13	Sg_B08_36	0.4221	0.4221	0.001	0.001	Positive	Sg_B14_13__Sg_B08_36__Positive
edge_48	Sg_B15_22	Gp_MJ4_65	0.5352	0.5352	0.001	0.001	Positive	Sg_B15_22__Gp_MJ4_65__Positive
edge_49	Sg_B15_22	Sg_A19_11	0.5706	0.5706	0.001	0.001	Positive	Sg_B15_22__Sg_A19_11__Positive
edge_50	Sg_B15_23	Gp_MJ2_113	0.6711	0.6711	0.001	0.001	Positive	Sg_B15_23__Gp_MJ2_113__Positive
edge_51	Sg_B15_23	Gp_MJ3_477	0.6575	0.6575	0.001	0.001	Positive	Sg_B15_23__Gp_MJ3_477__Positive
edge_52	Sg_B15_23	Sg_B08_36	0.597	0.597	0.001	0.001	Positive	Sg_B15_23__Sg_B08_36__Positive
edge_53	Sg_B15_23	Sg_B14_13	0.5838	0.5838	0.001	0.001	Positive	Sg_B15_23__Sg_B14_13__Positive
edge_54	Sg_B15_35	Gp_MJ1_272	0.5645	0.5645	0.001	0.001	Positive	Sg_B15_35__Gp_MJ1_272__Positive
edge_55	Sg_B15_35	Gp_MJ1_444	0.5359	0.5359	0.001	0.001	Positive	Sg_B15_35__Gp_MJ1_444__Positive
edge_56	Sg_B15_35	Sg_A22_19	0.6	0.6	0.001	0.001	Positive	Sg_B15_35__Sg_A22_19__Positive
edge_57	Sg_B15_35	Sg_A22_3	0.6009	0.6009	0.001	0.001	Positive	Sg_B15_35__Sg_A22_3__Positive
edge_58	Sg_B15_35	Sg_A22_8	0.6434	0.6434	0.001	0.001	Positive	Sg_B15_35__Sg_A22_8__Positive
edge_59	Sg_B15_35	Sg_B03_29	-0.5648	0.5648	0.001	0.001	Negative	Sg_B15_35__Sg_B03_29__Negative
edge_60	Sg_B15_52	Gp_MJ3_477	0.4323	0.4323	0.001	0.001	Positive	Sg_B15_52__Gp_MJ3_477__Positive
edge_61	Sg_B15_52	Gp_MJ4_65	0.4224	0.4224	0.001	0.001	Positive	Sg_B15_52__Gp_MJ4_65__Positive
edge_62	Sg_B15_52	Sg_A17_17	0.5371	0.5371	0.001	0.001	Positive	Sg_B15_52__Sg_A17_17__Positive
edge_63	Sg_B15_52	Sg_A19_51	0.4546	0.4546	0.001	0.001	Positive	Sg_B15_52__Sg_A19_51__Positive
edge_64	Sg_B15_52	Sg_A22_19	0.513	0.513	0.001	0.001	Positive	Sg_B15_52__Sg_A22_19__Positive
edge_65	Sg_B15_52	Sg_A22_3	0.5125	0.5125	0.001	0.001	Positive	Sg_B15_52__Sg_A22_3__Positive
edge_66	Sg_B15_52	Sg_B03_29	-0.5314	0.5314	0.001	0.001	Negative	Sg_B15_52__Sg_B03_29__Negative
edge_67	Sg_B19_58	Sg_B03_29	0.5647	0.5647	0.001	0.001	Positive	Sg_B19_58__Sg_B03_29__Positive
edge_68	Sg_B25_10	Sg_A22_3	0.5528	0.5528	0.001	0.001	Positive	Sg_B25_10__Sg_A22_3__Positive
edge_69	Sg_B25_10	Sg_B15_35	0.5556	0.5556	0.001	0.001	Positive	Sg_B25_10__Sg_B15_35__Positive
edge_70	Sg_B25_38	Gp_YAB_339	0.7183	0.7183	0.001	0.001	Positive	Sg_B25_38__Gp_YAB_339__Positive
edge_71	Sg_B25_38	Sg_A11_12	0.834	0.834	0.001	0.001	Positive	Sg_B25_38__Sg_A11_12__Positive
edge_72	Sg_B25_38	Sg_A11_2	0.7441	0.7441	0.001	0.001	Positive	Sg_B25_38__Sg_A11_2__Positive
edge_73	Sg_B27_18	Gp_MJ3_423	0.6497	0.6497	0.001	0.001	Positive	Sg_B27_18__Gp_MJ3_423__Positive
edge_74	Sg_B27_18	Sg_B03_29	-0.4944	0.4944	0.001	0.001	Negative	Sg_B27_18__Sg_B03_29__Negative
edge_75	Sg_B27_18	Sg_B14_1	0.6229	0.6229	0.001	0.001	Positive	Sg_B27_18__Sg_B14_1__Positive
edge_76	Sg_B27_6	Gp_MJ3_423	0.6781	0.6781	0.001	0.001	Positive	Sg_B27_6__Gp_MJ3_423__Positive
edge_77	Sg_B27_6	Sg_A33_4	0.5176	0.5176	0.001	0.001	Positive	Sg_B27_6__Sg_A33_4__Positive
edge_78	Sg_B27_6	Sg_B14_1	0.6475	0.6475	0.001	0.001	Positive	Sg_B27_6__Sg_B14_1__Positive
edge_79	Sg_B27_6	Sg_B27_18	0.668	0.668	0.001	0.001	Positive	Sg_B27_6__Sg_B27_18__Positive
edge_80	Sg_C03_36	Gp_YAB_339	0.5631	0.5631	0.001	0.001	Positive	Sg_C03_36__Gp_YAB_339__Positive
edge_81	Sg_C03_36	Sg_A11_12	0.5688	0.5688	0.001	0.001	Positive	Sg_C03_36__Sg_A11_12__Positive
edge_82	Sg_C03_36	Sg_A11_2	0.706	0.706	0.001	0.001	Positive	Sg_C03_36__Sg_A11_2__Positive
edge_83	Sg_C03_36	Sg_B25_38	0.6127	0.6127	0.001	0.001	Positive	Sg_C03_36__Sg_B25_38__Positive
edge_84	Sg_CA11_3	Sg_C02_30	0.7131	0.7131	0.001	0.001	Positive	Sg_CA11_3__Sg_C02_30__Positive
edge_85	Sg_CA11_52	Gp_MJ4_65	0.5332	0.5332	0.001	0.001	Positive	Sg_CA11_52__Gp_MJ4_65__Positive
edge_86	Sg_CA11_52	Sg_A19_11	0.5788	0.5788	0.001	0.001	Positive	Sg_CA11_52__Sg_A19_11__Positive
edge_87	Sg_CA11_52	Sg_B15_22	0.8666	0.8666	0.001	0.001	Positive	Sg_CA11_52__Sg_B15_22__Positive
edge_88	Sg_CA13_9	Sg_C14_34	0.5813	0.5813	0.001	0.001	Positive	Sg_CA13_9__Sg_C14_34__Positive
edge_89	Sg_CA25_14	Sg_B07_50	0.7149	0.7149	0.001	0.001	Positive	Sg_CA25_14__Sg_B07_50__Positive
edge_90	Sg_CA25_21	Gp_MJ1_12	-0.5269	0.5269	0.001	0.001	Negative	Sg_CA25_21__Gp_MJ1_12__Negative
edge_91	Sg_CA25_21	Gp_MJ2_113	0.5328	0.5328	0.001	0.001	Positive	Sg_CA25_21__Gp_MJ2_113__Positive
edge_92	Sg_CA25_21	Sg_B07_12	0.6062	0.6062	0.001	0.001	Positive	Sg_CA25_21__Sg_B07_12__Positive
edge_93	Sg_CA25_21	Sg_B07_53	0.6199	0.6199	0.001	0.001	Positive	Sg_CA25_21__Sg_B07_53__Positive
edge_94	Sg_CA25_21	Sg_B07_62	0.7496	0.7496	0.001	0.001	Positive	Sg_CA25_21__Sg_B07_62__Positive
edge_95	Sg_CA25_21	Sg_B15_23	0.5158	0.5158	0.001	0.001	Positive	Sg_CA25_21__Sg_B15_23__Positive
edge_96	Sg_CA40A_55	Sg_B07_50	0.7138	0.7138	0.001	0.001	Positive	Sg_CA40A_55__Sg_B07_50__Positive
edge_97	Sg_CA9_20	Gp_MJ1_12	0.6839	0.6839	0.001	0.001	Positive	Sg_CA9_20__Gp_MJ1_12__Positive
edge_98	Sg_CA9_20	Gp_NH_148	0.6132	0.6132	0.001	0.001	Positive	Sg_CA9_20__Gp_NH_148__Positive
edge_99	Sg_CA9_20	Sg_A11_10	0.6539	0.6539	0.001	0.001	Positive	Sg_CA9_20__Sg_A11_10__Positive
edge_100	Sg_CA9_20	Sg_A22_8	0.8029	0.8029	0.001	0.001	Positive	Sg_CA9_20__Sg_A22_8__Positive
edge_101	Sg_CA9_20	Sg_B15_35	0.5377	0.5377	0.001	0.001	Positive	Sg_CA9_20__Sg_B15_35__Positive
edge_102	Sg_CB03_44	Gp_MJ4_65	0.5908	0.5908	0.001	0.001	Positive	Sg_CB03_44__Gp_MJ4_65__Positive
edge_103	Sg_CB03_44	Sg_A19_11	0.5165	0.5165	0.001	0.001	Positive	Sg_CB03_44__Sg_A19_11__Positive
edge_104	Sg_CB03_44	Sg_A19_36	0.625	0.625	0.001	0.001	Positive	Sg_CB03_44__Sg_A19_36__Positive
edge_105	Sg_CB03_44	Sg_B15_22	0.4163	0.4163	0.001	0.001	Positive	Sg_CB03_44__Sg_B15_22__Positive
edge_106	Sg_CD23A_32	Gp_MJ2_113	0.4132	0.4132	0.001	0.001	Positive	Sg_CD23A_32__Gp_MJ2_113__Positive
edge_107	Sg_CD24A_10	Gp_MJ2_113	0.5233	0.5233	0.001	0.001	Positive	Sg_CD24A_10__Gp_MJ2_113__Positive
edge_108	Sg_CD24A_10	Sg_B07_12	0.5645	0.5645	0.001	0.001	Positive	Sg_CD24A_10__Sg_B07_12__Positive
edge_109	Sg_CD24A_10	Sg_B14_13	0.5677	0.5677	0.001	0.001	Positive	Sg_CD24A_10__Sg_B14_13__Positive
edge_110	Sg_CD24A_10	Sg_CA25_21	0.5752	0.5752	0.001	0.001	Positive	Sg_CD24A_10__Sg_CA25_21__Positive
edge_111	Sg_CD25A_53	Gp_YAB_333	0.5305	0.5305	0.001	0.001	Positive	Sg_CD25A_53__Gp_YAB_333__Positive
edge_112	Sg_CD25A_53	Sg_A20_2	0.5436	0.5436	0.001	0.001	Positive	Sg_CD25A_53__Sg_A20_2__Positive
edge_113	Sg_CD25A_53	Sg_A20_35	0.5854	0.5854	0.001	0.001	Positive	Sg_CD25A_53__Sg_A20_35__Positive
edge_114	Sg_CD25A_53	Sg_A27_23	0.6181	0.6181	0.001	0.001	Positive	Sg_CD25A_53__Sg_A27_23__Positive
edge_115	Sg_CD25A_53	Sg_A28_8	0.4658	0.4658	0.001	0.001	Positive	Sg_CD25A_53__Sg_A28_8__Positive
edge_116	Sg_CD25A_53	Sg_B07_12	0.5858	0.5858	0.001	0.001	Positive	Sg_CD25A_53__Sg_B07_12__Positive
edge_117	Sg_CD26A_19	Gp_MJ1_12	-0.5053	0.5053	0.001	0.001	Negative	Sg_CD26A_19__Gp_MJ1_12__Negative
edge_118	Sg_CD26A_19	Sg_B07_12	0.6394	0.6394	0.001	0.001	Positive	Sg_CD26A_19__Sg_B07_12__Positive
edge_119	Sg_CD26A_19	Sg_CA25_21	0.6509	0.6509	0.001	0.001	Positive	Sg_CD26A_19__Sg_CA25_21__Positive
edge_120	Sg_CD26A_19	Sg_CD24A_10	0.5452	0.5452	0.001	0.001	Positive	Sg_CD26A_19__Sg_CD24A_10__Positive
edge_121	Sg_CD30A_34	Gp_MJ2_113	0.645	0.645	0.001	0.001	Positive	Sg_CD30A_34__Gp_MJ2_113__Positive
edge_122	Sg_CD30A_34	Gp_MJ3_477	0.5896	0.5896	0.001	0.001	Positive	Sg_CD30A_34__Gp_MJ3_477__Positive
edge_123	Sg_CD30A_34	Sg_B07_53	0.5676	0.5676	0.001	0.001	Positive	Sg_CD30A_34__Sg_B07_53__Positive
edge_124	Sg_CD30A_34	Sg_B07_62	0.6394	0.6394	0.001	0.001	Positive	Sg_CD30A_34__Sg_B07_62__Positive
edge_125	Sg_CD30A_34	Sg_B08_36	0.66	0.66	0.001	0.001	Positive	Sg_CD30A_34__Sg_B08_36__Positive
edge_126	Sg_CD30A_34	Sg_B14_13	0.5675	0.5675	0.001	0.001	Positive	Sg_CD30A_34__Sg_B14_13__Positive
edge_127	Sg_CD30A_34	Sg_B15_23	0.7503	0.7503	0.001	0.001	Positive	Sg_CD30A_34__Sg_B15_23__Positive
edge_128	Sg_CD30A_34	Sg_CA25_21	0.6705	0.6705	0.001	0.001	Positive	Sg_CD30A_34__Sg_CA25_21__Positive
edge_129	Sg_CD30A_34	Sg_CD24A_10	0.603	0.603	0.001	0.001	Positive	Sg_CD30A_34__Sg_CD24A_10__Positive
edge_130	Sg_CE19A_15	Sg_CA25_21	0.5598	0.5598	0.001	0.001	Positive	Sg_CE19A_15__Sg_CA25_21__Positive
edge_131	Sg_CE19A_15	Sg_CD24A_10	0.5211	0.5211	0.001	0.001	Positive	Sg_CE19A_15__Sg_CD24A_10__Positive
edge_132	Sg_CE19A_15	Sg_CD26A_19	0.5613	0.5613	0.001	0.001	Positive	Sg_CE19A_15__Sg_CD26A_19__Positive
edge_133	Sg_CE19A_24	Gp_MJ3_477	0.4542	0.4542	0.001	0.001	Positive	Sg_CE19A_24__Gp_MJ3_477__Positive
edge_134	Sg_CE19A_24	Sg_CD23A_32	0.5878	0.5878	0.001	0.001	Positive	Sg_CE19A_24__Sg_CD23A_32__Positive
edge_135	Sg_CE19A_29	Sg_B07_62	0.5579	0.5579	0.001	0.001	Positive	Sg_CE19A_29__Sg_B07_62__Positive
edge_136	Sg_CE19A_29	Sg_CA25_21	0.6324	0.6324	0.001	0.001	Positive	Sg_CE19A_29__Sg_CA25_21__Positive
edge_137	Sg_CE19A_29	Sg_CD26A_19	0.6105	0.6105	0.001	0.001	Positive	Sg_CE19A_29__Sg_CD26A_19__Positive
edge_138	Sg_CE19A_29	Sg_CD30A_34	0.5595	0.5595	0.001	0.001	Positive	Sg_CE19A_29__Sg_CD30A_34__Positive
edge_139	Sg_CE19A_29	Sg_CE19A_15	0.5385	0.5385	0.001	0.001	Positive	Sg_CE19A_29__Sg_CE19A_15__Positive
edge_140	Sg_CE19A_36	Sg_A19_12	0.6941	0.6941	0.001	0.001	Positive	Sg_CE19A_36__Sg_A19_12__Positive
edge_141	Sg_CE19A_36	Sg_A19_51	0.5559	0.5559	0.001	0.001	Positive	Sg_CE19A_36__Sg_A19_51__Positive
edge_142	Sg_CE19A_36	Sg_A22_19	0.4868	0.4868	0.001	0.001	Positive	Sg_CE19A_36__Sg_A22_19__Positive
edge_143	Sg_CE19A_36	Sg_B07_38	0.481	0.481	0.001	0.001	Positive	Sg_CE19A_36__Sg_B07_38__Positive
edge_144	Sg_CE19A_36	Sg_B15_52	0.526	0.526	0.001	0.001	Positive	Sg_CE19A_36__Sg_B15_52__Positive
edge_145	Sg_CG50A_49	Gp_YAB_333	0.7259	0.7259	0.001	0.001	Positive	Sg_CG50A_49__Gp_YAB_333__Positive
edge_146	Sg_CG50A_49	Sg_A20_2	0.5359	0.5359	0.001	0.001	Positive	Sg_CG50A_49__Sg_A20_2__Positive
edge_147	Sg_CG50A_49	Sg_A20_35	0.6395	0.6395	0.001	0.001	Positive	Sg_CG50A_49__Sg_A20_35__Positive
edge_148	Sg_CG50A_49	Sg_A27_23	0.6764	0.6764	0.001	0.001	Positive	Sg_CG50A_49__Sg_A27_23__Positive
edge_149	Sg_CG50A_49	Sg_A28_8	0.7599	0.7599	0.001	0.001	Positive	Sg_CG50A_49__Sg_A28_8__Positive
edge_150	Sg_CG50A_49	Sg_CD25A_53	0.5233	0.5233	0.001	0.001	Positive	Sg_CG50A_49__Sg_CD25A_53__Positive
edge_151	Sg_CG50A_74	Gp_YAB_339	0.7565	0.7565	0.001	0.001	Positive	Sg_CG50A_74__Gp_YAB_339__Positive
edge_152	Sg_CG50A_74	Sg_A11_12	0.8431	0.8431	0.001	0.001	Positive	Sg_CG50A_74__Sg_A11_12__Positive
edge_153	Sg_CG50A_74	Sg_A11_2	0.907	0.907	0.001	0.001	Positive	Sg_CG50A_74__Sg_A11_2__Positive
edge_154	Sg_CG50A_74	Sg_B25_38	0.7752	0.7752	0.001	0.001	Positive	Sg_CG50A_74__Sg_B25_38__Positive
edge_155	Sg_CG50A_74	Sg_C03_36	0.6964	0.6964	0.001	0.001	Positive	Sg_CG50A_74__Sg_C03_36__Positive
edge_156	Sg_CK05A_18	Gp_MJ1_12	-0.5263	0.5263	0.001	0.001	Negative	Sg_CK05A_18__Gp_MJ1_12__Negative
edge_157	Sg_CK05A_18	Gp_MJ2_113	0.6014	0.6014	0.001	0.001	Positive	Sg_CK05A_18__Gp_MJ2_113__Positive
edge_158	Sg_CK05A_18	Gp_MJ3_477	0.5287	0.5287	0.001	0.001	Positive	Sg_CK05A_18__Gp_MJ3_477__Positive
edge_159	Sg_CK05A_18	Sg_B07_53	0.5549	0.5549	0.001	0.001	Positive	Sg_CK05A_18__Sg_B07_53__Positive
edge_160	Sg_CK05A_18	Sg_B07_62	0.6513	0.6513	0.001	0.001	Positive	Sg_CK05A_18__Sg_B07_62__Positive
edge_161	Sg_CK05A_18	Sg_B08_36	0.4379	0.4379	0.001	0.001	Positive	Sg_CK05A_18__Sg_B08_36__Positive
edge_162	Sg_CK05A_18	Sg_B15_23	0.6329	0.6329	0.001	0.001	Positive	Sg_CK05A_18__Sg_B15_23__Positive
edge_163	Sg_CK05A_18	Sg_CA25_21	0.7051	0.7051	0.001	0.001	Positive	Sg_CK05A_18__Sg_CA25_21__Positive
edge_164	Sg_CK05A_18	Sg_CD24A_10	0.5919	0.5919	0.001	0.001	Positive	Sg_CK05A_18__Sg_CD24A_10__Positive
edge_165	Sg_CK05A_18	Sg_CD30A_34	0.6892	0.6892	0.001	0.001	Positive	Sg_CK05A_18__Sg_CD30A_34__Positive
edge_166	Sg_CK05A_18	Sg_CE19A_15	0.5611	0.5611	0.001	0.001	Positive	Sg_CK05A_18__Sg_CE19A_15__Positive
edge_167	Sg_CK05A_18	Sg_CE19A_24	0.5079	0.5079	0.001	0.001	Positive	Sg_CK05A_18__Sg_CE19A_24__Positive
edge_168	Sg_CK05A_18	Sg_CE19A_29	0.5406	0.5406	0.001	0.001	Positive	Sg_CK05A_18__Sg_CE19A_29__Positive
edge_169	Sg_CK05A_46	Sg_B14_1	-0.3688	0.3688	0.001	0.001	Negative	Sg_CK05A_46__Sg_B14_1__Negative
edge_170	Sg_CK05A_56	Gp_MJ3_477	0.4329	0.4329	0.001	0.001	Positive	Sg_CK05A_56__Gp_MJ3_477__Positive
edge_171	Sg_CK28A_36	Sg_A19_51	0.5176	0.5176	0.001	0.001	Positive	Sg_CK28A_36__Sg_A19_51__Positive
edge_172	Sg_CK28A_36	Sg_B07_38	0.605	0.605	0.001	0.001	Positive	Sg_CK28A_36__Sg_B07_38__Positive
edge_173	Sg_CK28A_36	Sg_CA25_21	0.4351	0.4351	0.001	0.001	Positive	Sg_CK28A_36__Sg_CA25_21__Positive
edge_174	Sg_CK28A_36	Sg_CE19A_36	0.5139	0.5139	0.001	0.001	Positive	Sg_CK28A_36__Sg_CE19A_36__Positive
edge_175	Sg_CK52A_43	Sg_B03_29	0.6293	0.6293	0.001	0.001	Positive	Sg_CK52A_43__Sg_B03_29__Positive
edge_176	Sg_CK52A_43	Sg_B07_50	0.7885	0.7885	0.001	0.001	Positive	Sg_CK52A_43__Sg_B07_50__Positive
edge_177	Sg_CK52A_43	Sg_B15_35	-0.5415	0.5415	0.001	0.001	Negative	Sg_CK52A_43__Sg_B15_35__Negative
edge_178	Sg_CK52A_43	Sg_CA40A_55	0.6876	0.6876	0.001	0.001	Positive	Sg_CK52A_43__Sg_CA40A_55__Positive
edge_179	Sg_CK52A_74	Gp_MJ2_113	0.5565	0.5565	0.001	0.001	Positive	Sg_CK52A_74__Gp_MJ2_113__Positive
edge_180	Sg_CK52A_74	Gp_MJ3_477	0.48	0.48	0.001	0.001	Positive	Sg_CK52A_74__Gp_MJ3_477__Positive
edge_181	Sg_CK52A_74	Sg_B07_53	0.7801	0.7801	0.001	0.001	Positive	Sg_CK52A_74__Sg_B07_53__Positive
edge_182	Sg_CK52A_74	Sg_B07_62	0.6452	0.6452	0.001	0.001	Positive	Sg_CK52A_74__Sg_B07_62__Positive
edge_183	Sg_CK52A_74	Sg_B15_23	0.5	0.5	0.001	0.001	Positive	Sg_CK52A_74__Sg_B15_23__Positive
edge_184	Sg_CK52A_74	Sg_CA25_21	0.6257	0.6257	0.001	0.001	Positive	Sg_CK52A_74__Sg_CA25_21__Positive
edge_185	Sg_CK52A_74	Sg_CD30A_34	0.5824	0.5824	0.001	0.001	Positive	Sg_CK52A_74__Sg_CD30A_34__Positive
edge_186	Sg_CK52A_74	Sg_CK05A_18	0.6075	0.6075	0.001	0.001	Positive	Sg_CK52A_74__Sg_CK05A_18__Positive
edge_187	Sg_CM17_16	Gp_YAB_333	0.6687	0.6687	0.001	0.001	Positive	Sg_CM17_16__Gp_YAB_333__Positive
edge_188	Sg_CM17_16	Sg_A20_35	0.6146	0.6146	0.001	0.001	Positive	Sg_CM17_16__Sg_A20_35__Positive
edge_189	Sg_CM17_16	Sg_A27_23	0.658	0.658	0.001	0.001	Positive	Sg_CM17_16__Sg_A27_23__Positive
edge_190	Sg_CM17_16	Sg_A28_8	0.8854	0.8854	0.001	0.001	Positive	Sg_CM17_16__Sg_A28_8__Positive
edge_191	Sg_CM17_16	Sg_CD25A_53	0.4379	0.4379	0.001	0.001	Positive	Sg_CM17_16__Sg_CD25A_53__Positive
edge_192	Sg_CM17_16	Sg_CG50A_49	0.7697	0.7697	0.001	0.001	Positive	Sg_CM17_16__Sg_CG50A_49__Positive
edge_193	Sg_CM17_58	Sg_CA25_14	0.6712	0.6712	0.001	0.001	Positive	Sg_CM17_58__Sg_CA25_14__Positive
edge_194	Sg_CM17_7	Gp_MJ1_272	-0.4378	0.4378	0.001	0.001	Negative	Sg_CM17_7__Gp_MJ1_272__Negative
edge_195	Sg_CM17_7	Gp_MJ4_65	-0.4071	0.4071	0.001	0.001	Negative	Sg_CM17_7__Gp_MJ4_65__Negative
edge_196	Sg_CM17_7	Sg_B03_29	0.6033	0.6033	0.001	0.001	Positive	Sg_CM17_7__Sg_B03_29__Positive
edge_197	Sg_CM17_7	Sg_B07_50	0.7858	0.7858	0.001	0.001	Positive	Sg_CM17_7__Sg_B07_50__Positive
edge_198	Sg_CM17_7	Sg_B15_35	-0.6105	0.6105	0.001	0.001	Negative	Sg_CM17_7__Sg_B15_35__Negative
