Genome	Group	Gp_MJ1_12	Gp_MJ1_272	Gp_MJ1_444	Gp_MJ2_113	Gp_MJ3_423	Gp_MJ3_477	Gp_MJ4_197	Gp_MJ4_65	Gp_NH_148	Gp_YAB_333	Gp_YAB_339	Gp_meta27_16	Gp_meta27_511	Sg_A01_16	Sg_A11_10	Sg_A11_12	Sg_A11_2	Sg_A17_17	Sg_A19_11	Sg_A19_12	Sg_A19_36	Sg_A19_51	Sg_A20_2	Sg_A20_35	Sg_A22_19	Sg_A22_3	Sg_A22_8	Sg_A27_23	Sg_A27_31	Sg_A28_8	Sg_A33_4	Sg_A34_19	Sg_B03_29	Sg_B04_2	Sg_B07_12	Sg_B07_38	Sg_B07_50	Sg_B07_53	Sg_B07_62	Sg_B08_36	Sg_B14_1	Sg_B14_13	Sg_B15_22	Sg_B15_23	Sg_B15_35	Sg_B15_52	Sg_B19_40	Sg_B19_58	Sg_B25_10	Sg_B25_38	Sg_B26_35	Sg_B26_4	Sg_B27_18	Sg_B27_6	Sg_C02_30	Sg_C03_36	Sg_C04_33	Sg_C14_34	Sg_CA11_3	Sg_CA11_45	Sg_CA11_52	Sg_CA13_9	Sg_CA25_14	Sg_CA25_21	Sg_CA40A_55	Sg_CA9_20	Sg_CB03_44	Sg_CB03_47	Sg_CD23A_20	Sg_CD23A_32	Sg_CD24A_10	Sg_CD25A_53	Sg_CD26A_19	Sg_CD30A_34	Sg_CE19A_15	Sg_CE19A_24	Sg_CE19A_29	Sg_CE19A_36	Sg_CG50A_22	Sg_CG50A_49	Sg_CG50A_74	Sg_CK05A_18	Sg_CK05A_46	Sg_CK05A_56	Sg_CK28A_36	Sg_CK51A_47	Sg_CK52A_43	Sg_CK52A_74	Sg_CM17_16	Sg_CM17_58	Sg_CM17_7	Sg_CM21_15	Sg_CM21_57	Sg_CM29A_16	Sg_CM31A_43	Sg_CM31A_52	Sg_CM32A_26	Sg_CM32A_49	Sg_CM33A_60	Sg_CM33A_9	Sg_CM35A_15	Sg_D02_32	Sg_D02_9	Sg_D03_78	Sg_D09_14	Sg_D10_17	Sg_D18_45	Sg_E04_12	Sg_E06_10	Sg_E06_24	Sg_E10_50	Sg_EA47_17	Sg_EA47_9	Sg_EA57_9	Sg_EA61_27	Sg_EB03_22	Sg_EB08_12	Sg_EB09_7	Sg_EB10_11	Sg_EB13_4	Sg_EB21_10	Sg_EM03_7	Sg_EM12_46	Sg_EM22_6	Sg_EM25_40	Sg_EM30_38	Sg_EM34_4	Sg_G06_9	Sg_G09_4	Sg_G10_35	Sg_G11_20	Sg_G18_1	Sg_G18_19	Sg_G19_41	Sg_G21_58	Sg_G22_16	Sg_G26_10	Sg_G26_22	Sg_G29_33	Sg_G33_7	Sg_G39_28	Sg_G43_29	Sg_G47_17	Sg_H04_45	Sg_I05_27	Sg_I06_25	Sg_I07_11	Sg_I12_32	Sg_I12_44	Sg_I12_6	Sg_K01_5	Sg_K09_1	Sg_K09_61	Sg_K10_28	Sg_K14_18	Sg_K15_44	Sg_K16_50	Sg_K16_53	Sg_K17_22	Sg_K22_66	Sg_K22_8	Sg_K31_45	Sg_K32_30	Sg_K34_1	Sg_K36_16	Sg_K36_17	Sg_K36_27	Sg_K36_29	Sg_K36_3	Sg_K36_6	Sg_K40_4	Sg_K46_34	Sg_M01_13	Sg_M01_30	Sg_M02_37	Sg_M02_5	Sg_M02_8	Sg_M03_37	Sg_M03_38	Sg_M07_27	Sg_M07_39	Sg_M07_4	Sg_M08_36	Sg_M11_5	Sg_M11_7	Sg_M12_21	Sg_M12_39	Sg_M12_6	Sg_M15_10	Sg_M15_29	Sg_M17_3	Sg_M17_33	Sg_M21_45	Sg_OA11r1_10	Sg_OA11r1_12	Sg_OA11r1_9	Sg_OA7r2_4	Sg_OB03r2_1	Sg_OB03r2_39	Sg_OB03r2_6	Sg_OB05r2_32	Sg_OB05r2_38	Sg_OB05r2_8	Sg_OB24r1_18	Sg_OG24B2A_25	Sg_OG24B2A_8	Sg_OM21r1_55	Sg_P15_12	Sg_P15_2	Sg_P15_21	Sg_P22_10	Sg_P22_13	Sg_P23_1	Sg_P27_36	Sg_P27_4	Sg_P30_9	Sg_X05_12	Sg_X05_3	Sg_Y07_14	Sg_Y19_10	Sg_Y19_13	Sg_YA03_20	Sg_YA04_9	Sg_YA12_28	Sg_YA12_4	Sg_YA13_10	Sg_YA31_31	Sg_YB34_1	Sg_YB35_19	Sg_YB35_7	Sg_YB36_42	Sg_YB37_28	Sg_YB37_7	Sg_YB38_12	Sg_YB38_21	Sg_YB38_6	Sg_YB39_24	Sg_YB41_11	Sg_YB41_12	Sg_YB46_3	Sg_YB50_23	Sg_YB59_31	Sg_Z02_43	Sg_Z03_24	Sg_Z06_28	Sg_Z07_36	Sg_Z07_42	Sg_Z09_20	Sg_Z10_1	Sg_Z12_45	Sg_Z14_36	Sg_Z14_45	Sg_Z14_58	Sg_Z15_39	Sg_Z15_51	Sg_Z17_26
YA06	Y	2.2337465	0	0.07533781	0	0.055607215	0	0.11751825	0	0.34671143	0	0	0.2580397	0	0.668092	0.16122022	0	0	0	0	0.07893324	0.06765214	0	0	0	0	0	1.9011862	0	1.9381993	0.0353801	0.01868464	0.03405767	0.057546098	4.228604	0	0	0	0	0	0	0.005439475	0	0.043794043	0	0	0	0.13082048	0	0	0	0.12655482	0.014133848	0.022360606	0.020028029	0.18344791	0	0.016789442	4.3643813	0.5603494	0.9373688	0.5746106	0	0	0	0	0.36796284	0.007346842	0.29928306	0	0	0	0	0.024223482	0	0.00532306	0	0	0	0	0	0	0	0	0	0	0	0.045405023	0	0	0	0.008683655	0	0	0.015779344	0.21215723	0	0	0.12375127	0	0	0	0	0.528157	0.09014675	0	0	0.6148432	0	0	0.13250889	0.9196814	0	0.30721393	0.042875525	0.14467213	1.0185705	0	0	0.12739754	0.016776066	0.07975073	0	0	0	0	0	0.37861922	0	0.012967581	0.10298994	0.07441186	0.00747774	0	0.054790713	0	0	0.009591457	0	0.044025857	0	0.05273173	0	0	0.14424813	0.018939557	0	0.04680274	0	0	0.18411243	0.08008878	0	0	0	0.21716173	2.0508337	0.03728136	0.13039643	0	0.12343167	0	3.962991	0	0	6.424939	0	0.46337187	1.7503842	0	0	0	0.5167045	0.012694269	0.014762962	0.15738781	0.4203798	0.08714137	0.7415498	0	0	0	0.017364066	0.21884394	0	0	0.015235224	0.009817033	2.8199384	0.01278558	0.006944552	0.023254717	0.037405346	0	0	0	0	0	3.0834093	0.26920593	0.059366807	0.010640468	1.6323029	0.09011668	4.3659925	0.2687939	0	0	0	0.31607458	0.22576314	0	0.01980266	0.09996947	0.50642586	0.012820303	0	0.2615224	0.075934336	0.1248004	0	0	0.20998499	0.10208717	0.24998824	0.15114951	0.34513974	0	0.042098608	0.25988644	0.15077767	1.9155341	0	0	0	0	0.31010455	0.24463162	0	0.65016407	0	0	0	0.004669922	0.014819917	0	0.050218932	0.557923	0	0	1.1479547	0	0.119264275	1.5684979	0	0	0.004448805
YA07	Y	0.25827882	0.03277473	0.7611416	0.01887234	0	0	0.060187515	0	0.32152975	0	0	2.6540334	0	0	2.0762951	0	0	0	0	0	0	0	0	0	0	0	1.9693588	0	3.7025912	0.017387379	0.3221066	0.01011081	0.043984976	0.7568385	0	0	0	0	0	0.04108772	0	0.007058012	0.16633855	0.041938175	0	0	0.21654753	0	0	0	0	0	0	0.012243906	0.041407485	0	0	0.09194139	0.5410333	0	1.7564231	0.04968575	0	0.007510879	0	0.6840055	0	0.45761517	0	0.025622433	0.16936281	0	0	0.006631344	0.03192188	0	0	0	0	0.023022428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46655637	0	0.05509406	0	0.04105482	0.13399544	0	0	1.8035134	0.049441762	0	0.07196721	1.2847916	0	0.06564793	0.21621622	3.9891248	0	0.8101299	0.08818741	0.26883173	0	0	0	0.14790548	0.041917346	0.16221787	0.027122825	0	0	0	0.11489819	0.11988874	0	0	0	0	0.056043975	0	1.3122904	0	0	0.00893248	0	0.057441905	0.035612285	0.012396234	0	0	0.04233632	0.012905919	0	0	0	0	0.2711054	0.14606732	0	0	0	0	1.3308843	0	0.07248197	0	0.39828187	0	0	0	0	1.9653912	0	0.44800457	0.9977186	0.2660141	0.044536576	0.020055963	0.025357801	0	0	0.27091813	0	0.14379752	0	0	0	0	0	0.14550011	0	0	0.08113212	0.023344608	1.9244776	0.023722347	0	0	0.07840621	0.04950783	0	0.012901959	0.34252802	0	0	0.23166099	0	0.011021684	4.4836984	0.14073677	4.579825	0.13081324	0	0	0	0.63212055	0.08637186	0	0.009534727	0.20594952	0.50135326	0	0	0.32213077	0.010851524	0.34632152	0	0	0.18486223	0.62504864	0.11237356	0.012450712	0	0	0.4889672	0.4638689	0.23602152	0.931212	0.8608011	0	0.26139098	0	0.19190256	0.19646285	0.24711026	0	0.017154029	0	0	0.013802033	0.021688694	0	0.13228494	0.9778256	0	0.20325615	2.1169162	0	0.14439832	0.6410236	0.01218287	0	0.012992723
YA10	Y	1.0122591	0	0.04677099	0	0	0	0.07728843	0	0.11273925	0	0	0.10293163	0	0.83144027	0.121317945	0	0	0	0	0.100683816	0	0	0	0.12495091	0	0	1.0862484	0.060327906	0.71625143	0.03819417	0.006410004	0	0.02098619	2.498196	0	0	0	0	0	0	0	0.032602068	0.48622355	0.037646085	0	0	0.19531152	0	0	0	0.113245465	0.011291069	0	0	0.13304098	0	0.008853294	0.27062067	0.24609897	0	4.3750076	0	0	0	0	0.84201205	0	0.27399462	0	0	0	0	0	0	0.18415551	0	0	0.06169058	0	0	0	0.026732195	0	0	0	0	0	0	0	0	0	0.008853355	0.02747374	0	1.1529763	0	0	0.27442756	0	0.09327317	0	0	0.5715177	0.103693634	0.02928527	0.055192042	0.20359242	0	0.011336992	0.2565347	1.8973238	0.41860008	0.27544647	0.27072644	0.21803938	0.6721577	0	0.019545557	0.17022426	0.076666474	0.123455465	0	0	0	0	0.21311323	0.20866321	0	0	0.74182665	0	0.061440375	0	0.029368544	0	0	0	0	0	0	0.07204111	0	0	0.11211922	0	0.027608333	0.01631729	0	0	0.24191196	0.20335796	0	0	0	3.0381145	1.9327592	0.05539232	0.062106386	0	0.061392393	0	1.1432483	0	0	4.4114366	0.037659604	0.2342799	0.6328796	0	0	0	0.55601686	0	0	0.17041886	0.4474579	0.11068054	0	0	0	0	0.03263623	0.44443786	0	0	0.14389004	0.05006151	1.2347158	0	0	0	0	0	0	0.47660592	0	0	0.064219326	0.22191034	0.028831126	0.011683094	1.2718849	0.16231386	6.061774	0.2741695	0.010384123	0	0	0.09734948	0.2234088	0	0.026205739	0.15981406	2.3479724	0	0.1877059	0.009503207	0.04645485	0.10778365	0	0	0.15494241	0.06882515	0.10196629	2.6443753	0	0	0.080908746	0.08783945	0.25006956	1.5795141	0.49712065	0	0	0	0.06965785	0.20806499	0.8344102	0.28184813	0	0	0	0.06664517	0	0.005239832	0.005288786	0.46348813	0	0	2.7299037	0	0.21438314	1.2656013	0.01241207	0	0.005837933
YA11	Y	0.13358872	0	0	0	0	0	2.6252985	0	0	0	0.00790005	1.7667758	0	0.48634723	0.21051112	0	0.013629206	0.07288381	0	0	0	0	0	0	0	0	1.1603267	0.044319384	1.670468	0.12420334	0	0.018180076	0	1.9828935	0	0	0	0	0	0.00960415	0	0	0.09821774	0	0	0.00921334	0.08775422	0	0	0	0	0	0.02503898	0.0765442	1.154918	0	0.015095303	0	0.4996664	0	1.0314409	0.2618908	0	0	0	0.4007147	0	0.17062394	0	0.027153263	0	0	0	0	0.01004609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00718193	0	0.34120512	0	0	0	0	0	0	0	0.60127985	0.38196692	0.047883727	0	0.4903361	0	0	0.09271168	0.55157727	0.03913093	0.5229155	0.05456296	0.11325036	0	0	0.013846953	0.09134362	0.03751628	0.04662809	0	0	0	0	0.07945477	1.1565183	0	0	0	0.041266788	0	0	3.0048769	0.10597932	0.06848077	0	0.014489362	0	0	0.006161282	0	0	0.6795757	0	0	0.18936822	0	0	0.09437297	0.067981884	0	0	0	0	1.829603	0.33860326	1.7826314	0	0	0	0	0	0	4.5875745	0.008505098	0.46099472	0.8087319	0	0.09228377	0	5.321785	0	0	0.07443282	0.4150123	0.034468107	0	0	0	0	0	1.5954399	0	0	0.015840715	0.03842253	2.343933	0	0	0	0	0	0	0	0.3511359	0	0.2035299	0.21624218	0.06066662	0.006092859	0.4235745	0.067413166	0.65913355	2.639833	0	0	0	3.1358826	0.652312	0	0	0.081032	0.70746243	0	0	0	0.19120407	0.109722085	0.009426262	0	0.17155874	0.09385624	0.16108736	0.12773027	0	0.029910583	0	0.085475706	0.099832565	1.4213243	0.82299006	0	0	0	0.37536362	0.12532483	3.610802	0.07486723	0	0	0	0	0	0.024874214	0	0.5658023	0	0	0.29723537	0	0.064761505	1.6862919	0.00545491	0	0
YA12	Y	0	1.5169308	0	0	0.009963965	0	0	0	0	0	0.011858064	0	0	0	0	0	0.19885553	2.9644358	0.027255962	0.40912795	0	0	0	0	0	0	4.0664372	0	0	0.11302186	0	0	0	1.2804362	0	0.02385783	0	0.018561902	0	0	0	0	0.86517364	0.017533217	1.4157125	0.6649131	0.10989435	0	0	0.023666723	0	0	0	0.033611283	0	0.85509455	0	0	0	0	8.263485	0	0	0	0	0	0	0.14707926	0	0.042453136	0	0	0	0	0	0.05647773	0.005375422	0.105125315	0	0	0.043271527	0.039691895	0	0	0.007286546	0	0	0	0	0	0	0.008353172	0.011369476	0	2.0670984	0	0	0	0	0	0	0	0.75496715	0.038128845	0.0609147	0.027574783	0	0	0	0.10519637	0.2789481	0.42253307	0	0.29851693	0.09827585	0	0	0.07207987	0.09927858	0.05932249	0.08541374	0.007309235	0	0.1018057	0	0	0.32826522	0.19250388	0	0	0	0	0	0.05742476	0	0	0	0	0	0	0.08715246	0	0.053307705	0	0	0	0.036416907	0	0	0.0950594	0.092764005	0	0.14467695	0	0	3.5256631	0.016347867	0	0	0	0	0	0	0	11.459478	0.106482826	0	1.028452	0	0.07344662	0	0	0	0	0.40674	0	0	0	0	0	0	0	0	0	0	0.10276838	0.017044377	0	0	0	0	0	0	0	0	1.3708045	0	0	0.42707855	0	0.1605366	0.9810247	0.112772696	0.6143694	0	0	0	0	0	0.27571648	0.021876393	0	0.10266389	0	0	0	0	0.27293006	0	0.014761114	0.039237935	0.13290699	0	0.7219501	0.34105903	0	0.029489674	0	0	0.102003776	3.166013	0	0	0.5073943	0	0.5285015	0	0	0.13702689	0	0	0	0.062196102	0.005308708	0	0	1.1177328	0	0	0.2984067	0	0.12678708	0	0.005447973	0.62520456	0
YA13	Y	0.2192269	0	0	0	0.8919333	0.015465078	0.3135826	0	0	0	0	0.3716765	0	0	0	0	0	0	0	0	0.021600218	0	0	0	0	0	3.9482157	0	1.5418919	0	0	0	0	2.1289237	0	0	0	0.00921106	0	0.02300228	0.053571906	0	0.013999201	0.039861336	0	0	0.09328307	0	0	0	0	0	0.060397767	0.067854345	0.14165077	0	0	1.041629	0.06344494	0.074880905	0.08163408	0	0	0	0	0.5500481	0	0.116260014	0	0.030100377	0	0	0	0	0	0.013455613	0	0	0	0	0	0.00662027	0	0	0	0	0	0	0	0	0	0	0	0	0.023716165	0	0	0.1548362	0	0	0	0	0.10052085	0	0	0.033251815	0.4373151	0	0	0.075994276	0.81230557	0.08032154	0.057866868	0.021242244	0.084666125	1.1990024	0	0	0.07181986	0.061014578	0.07358041	0	0	0	0	0	0	0.07733585	0	0.10618613	0	0.012004078	0	0	0	0	0	0	0.0910225	0	0.16935343	0	0	0.06862433	0	0.09287502	0	0	0	0.08033252	0.058311738	0	0	0	0.2564265	6.3225336	0.007836071	0.14370357	0	0	0	0	0	0	20.944035	0.039614234	0.3463306	1.0454239	0.30034387	0	0	0.12573291	0	0	0.09531162	0.2289061	0.20960876	0	0	0	0	0	0	0	0	0.16664916	0.11749199	2.1357443	0	0	0	0	0	0	0	0.1285124	0	0	0.7743688	0.4728204	0.11386384	0.5204098	0.056211207	0.642045	0.12627034	0	0	0.009506228	1.7083824	0	0	0.032053135	0.08161928	0.5410749	0.059103336	0	0	0	0	0.004742764	0	0.11941774	0.08354457	0.1822027	0.6067218	2.0152903	0	0.07322955	0.10019403	0.07924474	6.220051	0.3447988	0	0.17511266	0	0.10045584	0.24303435	0.14806488	0	0	0	0	0.026791086	0.018085154	0.08019271	0	1.9221365	0	0	0.107213326	0	0.06821349	0	0	0	0.005538011
YA14	Y	0.11697424	0.03475075	0	0	0	0	0.14353848	0	0	0	0	0.094101906	0	0.3397227	0.09474635	0	0	0	0	0	0	0	0	0	0	0	1.9799777	0	0.23429744	1.8549984	0.016135635	0.036380406	0	0.053834002	0	0	0	0	0	0	0	0.024623549	0.02595189	0.007376927	0	0	0.17385742	0	0	0	0.5778231	0	0	0	0.6039905	0	0	0.22637016	2.8925202	0	0.42533556	0.17790402	0	0	0	3.1209304	0	0.18130891	0	0	0	0	0	0	0.011043885	0	0	0	0	0	0	0.014680566	0	0	0	0	0	0	0	0	0	0.005579173	0.004895181	0	0.113427565	0	0	0.2661414	0	0	0.01214138	0	0	0.27633247	0	0.006490628	0.79838246	0	0.010140066	0.16348228	2.6687016	0.17328607	0.45718676	0.015350988	0.15044096	0.29618058	0	0	0.14648624	0.083267376	0.12109846	0.016110215	0	0	0.14810963	0.79819053	0.30603263	0.17943697	0.02060723	0.7246284	0	0.010016738	0	0	0	0	0	0	0	0	0.06754388	0	0	0.44447088	0	0.20749708	0.042225752	0	0	0.16334192	0.13065466	0	0	0.22285374	2.00134	1.4505789	0	0.25408635	0	0	0	0	0	0	3.732022	0.009783596	0.56166834	1.5678043	0	0	0	2.3061237	0	0	0.15446547	0	0.11704552	0	0	0	0	0	0.85351735	0	0	0.079002894	0.009396939	1.5133876	0	0	0	0.026971646	0.17009929	0	0	0	0	0.09768593	0.19690089	0.15944469	0.007444158	0.50981146	0.18389837	0.88096815	2.1107547	0	0	0	4.111488	0.60839605	0	0.021412391	0.15815184	0.5589072	0.096452266	0	0	2.7980564	0	0	0	0.2494366	0.12863834	0.17709695	0.10191915	0	0.4134642	0.08218963	0.12439138	0.16382612	1.424379	0.24568681	0	0	0	0.6179106	0.14694366	0.6389807	0	0	0	0	0	0	0	0.010413691	0.8878985	0	0	0.174391	0	0.16850667	0.27194732	0	0	0
YA16	Y	0.023129769	0	0	0	0	0	0	0	0	0	10.2875185	0	0	0	0.03015734	0	0	0	0	0	0.47859448	0.005992311	0	0	0	0	0.31154487	0.024879068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0805461	0	0	0	0	0	0	0	0	0	0.060662206	0	0.117847614	0	0	0	0.02789954	0	0.34687755	0	0	0	0	0.0712938	0.03549104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11459467	0	0	0	0	0	0	0	0.036726195	0	0.63652474	0	0.15463571	0	0	0	0.11090734	0.225712	0	0.045596056	0	0	0	0	0	0	0	0	0	0	0	0	33.317944	0	0	0	0	0	0	0.25771824	0	0	0	0	0	0	0	0	0.4008753	0.055649515	0	0	5.9073133	0	0	0	0	0	0	0	0	0.106563866	0	0	0	0	0	0	0	0	0.12599005	0	0.014886285	0.023713179	0	0	0	0.15960927	0	0	0	0.04869706	0.024126751	0	0	0	0	0	0	0	0	0	0.015625034	1.0195614	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14495702	0	1.0128014	0	0	0	0	0	0	0.08040605	0.00728587	0	0.007041118	0	0	0	0	0.013836347	1.2223507	0.013110609	0	0	0	0	0	0	0	0.10886469	0	0.05548699	0.14245573	0	0	0	0	0	0.6426574	0	0	0	0	0	0	0	0	0.09001758	0	0	0.3296186	0	0	0	0	0	0
YA19	Y	0.13190575	0.07910929	0	0	0	0	0.015784081	0.53147626	0	0	0	0.575207	0	0	0.8498512	0	0.018747255	0.24533507	0	0.20816731	1.5380721	0	0	0	0	0	1.4169775	0	4.0904217	0	0.008528779	0	0.03507676	1.1245737	0	0	0	0.07396609	0	0	0	0	1.8775116	0.06037531	0	0.15599507	0	0	0	0	0	0	0	0.1273036	0.013070464	0.2563508	0	1.1214901	0.031159773	3.9806664	9.531138	0	0	0	0	0.549485	0.06818386	0	0	0	0	0	0	0	0	0.013489236	0	0.08071518	0	0	0	0.019375183	0	0	0	0	0	0	0	0	0	0	0.2413164	0	3.9894118	0	0	0	0	0	0	0	0	0.012683905	0.05516256	0.12846747	3.3595922	0	0	0	0.67145485	0.819027	0	0.5119121	0	0	0	0.09130617	0	0.055736363	0	0	0	0.008075446	0	0	0.14246483	0.06164161	0	0	0	0	0	0	0	0.02108766	0.03334881	0	0	0	0.12697104	0	0	0.02919825	0	0	0	0	0	0	0	0	0.01076928	0	0	2.5258589	0	0	0	0	0	0	0	0	8.243031	0.094020195	0.089877464	0.4689072	0	0.06336913	0	0.031193769	0	0	0	0	0.0165396	0.09956831	0	0	0	0	0	0	0	0.19507983	0.31332466	0.48440146	0	0	0	0	0	0	0	0	0	0.43962896	0.3669888	0	0.34674954	0.92021954	0	0.6153216	0.12446837	0	0	0.16093369	0	0.083507456	0	0.054180887	0	0	0	0	0	0	0.060051564	0	0	0	0.022800935	0.086490996	0.013234766	1.2467319	0	0.6777313	0.052053962	0	2.0845528	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3076234	0	0.7300612	0	0	0.067851335	0	0	0.5155066	0	0	0
YA21	Y	0.12223939	0	0	0	0.016499972	0	0	0.007374398	0	0	0	0	0.07226103	0	0	0	0	0.09075826	0	0.10597956	0	0	0.006164664	0	0	0	4.3644133	0	2.9242334	0	0	0.048767224	0	2.271941	0	0	0	0	0	0	0.006076055	0	0.10573825	0.006790888	0	0.04824969	0.23550776	0	0	0	0	0	0	0	0.05551258	0	0	0	1.2617159	0.015783396	0.392615	0	0	0	0	0.24558015	0	0.21013695	0	0	0	0	0	0	0	0.04598888	0	0.057069827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16113777	0	0	0	0	0	0	0	0.9200378	0.065461524	0	0.005357832	0.48827577	0	0	0.1596319	0.27976537	0	0.07327604	0.020465119	0.18439667	0	0	0	0.1391256	0.027267376	0.11296188	0.004897671	0	0	0	0	0	0.028089067	0.016406512	0	0	0	0	0	0	0	0.04672919	0	0	0	0.03265166	0	0	0.04593454	0	0.041184653	0	0	0	0.29994422	0.11327928	0.07115994	0	0	0	1.7932351	0	0.9878811	0	0.24358895	0.07521552	4.4379725	0	0	4.5315924	0	0.3463743	0.57316595	0.005892646	0.039659422	0	0.025000982	0	0	0.20496164	0	0	0	0	0	0	0	0.13271718	0	0	0.012746287	0.028922312	1.709485	0	0.014223788	0	0	0	0	0	0	0	14.058664	0.21690713	0.77491045	0.540939	1.6518532	0.1106686	5.154979	0.063410506	0	0	0	0.06290772	0	0	0.102889	0.17791094	0.8278085	0.01358195	0	0	0	0.22342396	0	0	0.38715613	0.054711755	0.07189815	1.1789025	0.032795325	0	0.24218406	0	0.23906265	1.353293	0	0	0.40533248	0	0.5605648	0.24320993	0	1.9741188	0	0	0	0	0.006759405	0	0	0.44332138	0	0	0.97861594	0	0.24581742	0	0	0.022240384	0
YA23	Y	0.16917807	0	0	0	0	0	1.0847521	0	0	0	0.030507749	0.061347026	0	0	0.11450479	0	0	0	0.023203604	0	0	0	0	0	0	0	3.1122975	0	0.18295422	0.06263444	0	0.030254377	0.0207585	1.398831	0	0	0	0	0	0	0	0	0.074304715	0	0	0	0.026296211	0.1075422	0	0	0	0	0	0	1.2550287	0	0	0	1.0801375	0.53195786	4.5189557	0	0	0	0	2.5618272	0	0.0918384	0.17605816	0	0	0	0	0	0.011041353	0	0	0	0	0	0	0.005982203	0	0	0	0	0	0	0	0	0	0	0	0	1.1300746	0	0	0.14901029	0	0	0	0	0.43513945	0.3204449	0	0	0.03164768	0	0	0.04347152	1.1183904	0.07660033	0.08421714	0.17560805	0.047438905	0.12815443	0	0.009682806	0.029674634	0.038305096	0.042676304	0	0	0	0	0	0.2226539	0.008820714	0.019533968	0.24363652	0.012377309	0	0	0	0	0	0.008051955	0	0	0	0.09008956	0	0	0.69187844	0	0.38180962	0.016025722	0	0	0.040273562	0.025806727	0	0.006524476	0	1.5616719	3.722716	0	0.1687759	0	0.2528365	0	0	0	0	10.737264	0.023934737	0.16235365	0.86942	0	0	0	2.5774603	0	0	0.042327985	0.072263606	0.09000641	0	0	0	0	0	0.27458155	0	0	0.01942262	0.007325375	4.3425155	0	0.0351892	0	0	0	0	0	0.3434925	0	1.1783836	0.45939225	0	0.03883266	1.1215333	0.033952348	3.1501405	0.64885277	0	0	0	2.1987348	1.7855825	0	0	0.025783023	0.67868	0	0	0.42218226	0.1839506	0.036812723	0.05488375	0	0.1332476	0.06080132	0.20370278	0.05408247	0.2323975	0	0.20596595	0.08492533	0.02697892	2.9165092	0	0	0	0	0.28664842	0	0	0.2427526	0	0	0	0.005296222	0	0	0	1.038567	0	0	0.8864449	0	0.029041523	0.1882747	0	0	0
YA26	Y	0.33872116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54500216	0	0.06617538	0	0	0	0	0	0	11.362408	0	0	0	0	0.11521553	0	0	0	0	0	0	0	0	0.004457798	0	0.09522203	0	0	0.03381262	0	0	0	0	0	0	0.019748462	0.01055259	0	0	0	0	0	0	1.2434809	0	0	0	0	2.768404	0	0	0	0.012352543	0	0	0	0	0.011224706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35239312	0	0	0	0	0	0	0	0	0	0	0.005342205	1.7226993	0	0	0	0.5929297	1.1074891	0.40865517	0.112525046	0	0	0	0.054658208	0	0.07673439	0	0	0	0	0	0	0.22008702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04114254	0	0	0	0	0	0	0	0	0	0	0	0	1.2644428	0	0	0	0	0	0	0	0	3.278517	0.058413237	0	1.6175913	0	0.051270667	0	0	0	0	0	0	0.016215611	0	0	0	0	0	0	0	0	0.10870539	0.009324344	0	0	0.022051016	0	0	0	0	0	0.341819	0	21.236975	0.3249318	0.8538668	0.92311454	3.6014628	0	5.866417	0	0	0	0	0	0	0	0.050651867	0	4.195088	0	0	0	0	0	0	0.006601531	0	0	0.21731357	0.12880452	0	0	0	0	0	1.3445834	0	0	0	0	0.11591933	0	0	4.8647137	0	0	0	0.028172737	0	0	0	0.5920301	0	0	1.5621215	0	0	0	0	0.6369481	0
