Genome	Group	Gp_MJ1_12	Gp_MJ1_272	Gp_MJ1_444	Gp_MJ2_113	Gp_MJ3_423	Gp_MJ3_477	Gp_MJ4_197	Gp_MJ4_65	Gp_NH_148	Gp_YAB_333	Gp_YAB_339	Gp_meta27_16	Gp_meta27_511	Sg_A01_16	Sg_A11_10	Sg_A11_12	Sg_A11_2	Sg_A17_17	Sg_A19_11	Sg_A19_12	Sg_A19_36	Sg_A19_51	Sg_A20_2	Sg_A20_35	Sg_A22_19	Sg_A22_3	Sg_A22_8	Sg_A27_23	Sg_A27_31	Sg_A28_8	Sg_A33_4	Sg_A34_19	Sg_B03_29	Sg_B04_2	Sg_B07_12	Sg_B07_38	Sg_B07_50	Sg_B07_53	Sg_B07_62	Sg_B08_36	Sg_B14_1	Sg_B14_13	Sg_B15_22	Sg_B15_23	Sg_B15_35	Sg_B15_52	Sg_B19_40	Sg_B19_58	Sg_B25_10	Sg_B25_38	Sg_B26_35	Sg_B26_4	Sg_B27_18	Sg_B27_6	Sg_C02_30	Sg_C03_36	Sg_C04_33	Sg_C14_34	Sg_CA11_3	Sg_CA11_45	Sg_CA11_52	Sg_CA13_9	Sg_CA25_14	Sg_CA25_21	Sg_CA40A_55	Sg_CA9_20	Sg_CB03_44	Sg_CB03_47	Sg_CD23A_20	Sg_CD23A_32	Sg_CD24A_10	Sg_CD25A_53	Sg_CD26A_19	Sg_CD30A_34	Sg_CE19A_15	Sg_CE19A_24	Sg_CE19A_29	Sg_CE19A_36	Sg_CG50A_22	Sg_CG50A_49	Sg_CG50A_74	Sg_CK05A_18	Sg_CK05A_46	Sg_CK05A_56	Sg_CK28A_36	Sg_CK51A_47	Sg_CK52A_43	Sg_CK52A_74	Sg_CM17_16	Sg_CM17_58	Sg_CM17_7	Sg_CM21_15	Sg_CM21_57	Sg_CM29A_16	Sg_CM31A_43	Sg_CM31A_52	Sg_CM32A_26	Sg_CM32A_49	Sg_CM33A_60	Sg_CM33A_9	Sg_CM35A_15	Sg_D02_32	Sg_D02_9	Sg_D03_78	Sg_D09_14	Sg_D10_17	Sg_D18_45	Sg_E04_12	Sg_E06_10	Sg_E06_24	Sg_E10_50	Sg_EA47_17	Sg_EA47_9	Sg_EA57_9	Sg_EA61_27	Sg_EB03_22	Sg_EB08_12	Sg_EB09_7	Sg_EB10_11	Sg_EB13_4	Sg_EB21_10	Sg_EM03_7	Sg_EM12_46	Sg_EM22_6	Sg_EM25_40	Sg_EM30_38	Sg_EM34_4	Sg_G06_9	Sg_G09_4	Sg_G10_35	Sg_G11_20	Sg_G18_1	Sg_G18_19	Sg_G19_41	Sg_G21_58	Sg_G22_16	Sg_G26_10	Sg_G26_22	Sg_G29_33	Sg_G33_7	Sg_G39_28	Sg_G43_29	Sg_G47_17	Sg_H04_45	Sg_I05_27	Sg_I06_25	Sg_I07_11	Sg_I12_32	Sg_I12_44	Sg_I12_6	Sg_K01_5	Sg_K09_1	Sg_K09_61	Sg_K10_28	Sg_K14_18	Sg_K15_44	Sg_K16_50	Sg_K16_53	Sg_K17_22	Sg_K22_66	Sg_K22_8	Sg_K31_45	Sg_K32_30	Sg_K34_1	Sg_K36_16	Sg_K36_17	Sg_K36_27	Sg_K36_29	Sg_K36_3	Sg_K36_6	Sg_K40_4	Sg_K46_34	Sg_M01_13	Sg_M01_30	Sg_M02_37	Sg_M02_5	Sg_M02_8	Sg_M03_37	Sg_M03_38	Sg_M07_27	Sg_M07_39	Sg_M07_4	Sg_M08_36	Sg_M11_5	Sg_M11_7	Sg_M12_21	Sg_M12_39	Sg_M12_6	Sg_M15_10	Sg_M15_29	Sg_M17_3	Sg_M17_33	Sg_M21_45	Sg_OA11r1_10	Sg_OA11r1_12	Sg_OA11r1_9	Sg_OA7r2_4	Sg_OB03r2_1	Sg_OB03r2_39	Sg_OB03r2_6	Sg_OB05r2_32	Sg_OB05r2_38	Sg_OB05r2_8	Sg_OB24r1_18	Sg_OG24B2A_25	Sg_OG24B2A_8	Sg_OM21r1_55	Sg_P15_12	Sg_P15_2	Sg_P15_21	Sg_P22_10	Sg_P22_13	Sg_P23_1	Sg_P27_36	Sg_P27_4	Sg_P30_9	Sg_X05_12	Sg_X05_3	Sg_Y07_14	Sg_Y19_10	Sg_Y19_13	Sg_YA03_20	Sg_YA04_9	Sg_YA12_28	Sg_YA12_4	Sg_YA13_10	Sg_YA31_31	Sg_YB34_1	Sg_YB35_19	Sg_YB35_7	Sg_YB36_42	Sg_YB37_28	Sg_YB37_7	Sg_YB38_12	Sg_YB38_21	Sg_YB38_6	Sg_YB39_24	Sg_YB41_11	Sg_YB41_12	Sg_YB46_3	Sg_YB50_23	Sg_YB59_31	Sg_Z02_43	Sg_Z03_24	Sg_Z06_28	Sg_Z07_36	Sg_Z07_42	Sg_Z09_20	Sg_Z10_1	Sg_Z12_45	Sg_Z14_36	Sg_Z14_45	Sg_Z14_58	Sg_Z15_39	Sg_Z15_51	Sg_Z17_26
A18	E	0.006716162	0	0	0.1862452	0	0	0	0	0	0	0	0.030790476	0	0	0	0	0	0.017198995	0	0.104525186	0	0.024931002	0	0	0	0	0.049718924	0	0.033234358	0	0	0.039303623	1.3436024	0	0	0	0.7489026	0.45461342	0.010215481	0	0	0	0	0.0832663	0	0	0.009044323	0	0	0	1.3092942	0.08179813	0	0	0.07187585	0.061927233	0.45260996	0.033260852	1.5434544	0	0	0.051041488	0	0.032495987	0	0	0	0.05441009	0	2.5872788	0.16597554	0	0.0597699	0	0.21610141	0.098292015	0.009408456	0.045766473	0	0	0	0.38807186	0	0.06969998	0	0	0	0	0	0	0.10959253	0	0.37479043	0.6006724	0	0	0.104429975	0.024903093	0.07378986	0.13457781	0.09856897	0	0.01426581	0.13760962	0.05313328	0.042102423	0	0	0.1989058	0.023679016	0	0.8971995	0	0	0.013264255	0.17441744	0	0.027014824	0.008309879	1.0832912	0.018044008	0.45007142	0	0	0	0	0.7421721	0	9.444828	0	0.23230848	1.6208019	0	0	0	0	2.5237236	0	0	0.3662966	5.9965887	0	0.018280959	0.05775232	0.80710864	0.020215336	0.13421597	0	1.5494363	0.00990333	0.008579627	0	0	0	0.076344915	0	0	1.2993389	0	0.020722704	0	0	0	0	0	0.04986781	0.013150893	0.017536279	0	0	0	0.2286047	0.4610371	0.14177065	0.009698737	0	0	0	0	0	0.26565304	0.064024195	0.15045863	0	0	3.3952038	1.1288292	0.014706646	0.074759424	0.06572122	0	1.3834132	0	0	0	0	0	0	0	0.02124118	0.015837632	0.023615582	0.008263717	0.16634001	0.049656235	0.05783083	3.6316297	0	0.15498562	0.044858254	0	0	0	0.019321572	0	0	0.035387434	0.009122051	0.016435992	0	0.08905043	0.031000359	0	0	0	0	0.011795958	0.019310756	0	0.016792588	0.14742713	0	0	0	0	0	0.15976056	0	0	0	0	0.04630494	0.06065423	0.8261514	0.13132218	2.2821884	0	0	0.16560282	0.047417756	0.1639842	0	0.18134023	0.6036289	0	0.2811025
A19	C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017566098	0.1247692	1.6222552	0.8273485	11.099574	1.0158701	0	0	0	0	0	0	0	0.00512416	0.03312385	0	0	0	0	0	0	7.5040793	0	0.03625175	0.054053973	0	0.009046447	0.020649822	0.08460307	0.9116332	0.039415732	0	0	0	0	0.12511402	0.7937107	0	0	0.011190626	0	0	0	0.29532102	0.005322752	0	0.006977552	0.10450572	0	0	0.019290416	0.04866835	0	0.36184645	0	0	0	0.015689658	0.06564963	0.10441027	0.07151943	0.11086663	0	0	0.01857572	0	0	0	0	0	0	0.58338374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011124929	0	0.015072254	0.039920546	0	0	0	0.07011513	0	0	0	0	0.034013927	0	0	0	0.04331403	0.0587139	0.030311778	0	0	0.014703245	0	0	0.46792826	0.03766307	0.23288065	0	0	0.011623843	0	0.01099718	0	0	0.3211851	0	0	0	0	0	0	0	0	0	0.038262244	0	0	0.03810646	0.03870521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009838729	0.03314145	0	0	0	0	0.036543358	0	0	0.025611581	0	0	0	0.005851343	0	0	0.71226853	0.045008093	0.18653278	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009964909	0	0.049588017	0	0	0	0	0	0	0	0	0	0.04586286	0	0	0	0	0	0	0	0.018818138	0.06478333	0	0.023999624	0	0.114616506	0	0	0	0.044820037	0	0	0	0.01988451	0	0	0	0	0	0	0	0	0	0.021779623	0	0	0	0	0	0.004604351	0	0.06905084	0	0.16212372	0	0.056276694
A20	L	0	0	0	0	0.25418118	0	0.004984488	0	0.009289411	0	0.029184168	0.061642997	0	0	0.048496142	0	0.021561192	0	0	0.029120823	0.034715533	0	1.0737648	3.715631	0	0	0.06284432	0	0.024780452	3.2503672	0.015250529	0.017061984	0.98028004	0.034975775	0.910145	0	0.02110325	0	0	0.058615863	0.096384436	0.3318561	0.007989408	0.04482863	0	0	0	0	0	0	0	0	0.05132512	0.010295784	0.010367802	0.012973686	0.017664729	0.18362154	0.17244627	0.15184733	0.03330613	0.011257101	0.13825576	0.022075186	0.026108788	0.09224012	0	0	0.116017774	0.01423901	0.039960634	3.2599432	0.19735758	0.018316606	0.28533795	0.032317854	0.11133524	0.056837574	0	0	0.010635768	0.15519348	0.5609028	0	0	0	0.059817627	0	0	0.08334243	0.059243377	0.032690626	0.027537482	0.24313541	0.008591679	0	0.1311345	0.023976445	0.059619643	0.38310212	0.23986033	0	0.03542283	0.12822035	0.034912575	0.09156836	0.009398265	0	0.14477476	0	0.077080384	0.3160716	0	0	0	0.053304292	0	0.096979834	0	0.37210953	0	0	0	0	0.038424868	5.3843856	0.53041285	0	0	0.021382675	0	0.2933457	0	0.14373347	0	0.019513633	0.01293883	0	0	0.059447702	0.9077162	0	0	0.08776589	0.14810608	0.030342175	0.09280095	0	0	0	0	0	0	0.6176965	0.080217294	0.032396547	0.006742416	0.10154852	0	0.04508581	0	0	0	0.75492734	0.026231445	0.026722709	0.020505607	0.044495627	0.012557569	0	0.05844205	0.01984637	0.87245756	0.08611101	0	0	0.006053123	0	0	0.019617885	0	0	0.02429628	0	0	0.73490953	0.3723544	0.03076773	0.47460654	0.023574244	0.055837553	0.020988073	0.017858569	0.3052653	0.30108574	0.009102703	0.563996	0	0	0	0	0.048771627	0	0.12730952	0.19911338	0.02506988	0.10554608	0	0.032646704	0.15234393	0	0.08067389	0	0.019221915	0.086299025	0.19085792	0.039997827	2.9689822	0.009068776	0.02302119	0	0	0.011536934	0	0.08317718	0.07088372	0.8953627	0	0.011659777	0	0.064256266	0.025662737	0	0	0	0.04169416	0	0	0	0.04793252	0	0	0.23057364	0.24839903	0.202087	0	0.019457022	0	0.087469496	0.026380317	0.10008229	0	0	0.041043613	0	0.19665582
A22	L	0	0.20976302	0	0	3.881438	0.05736241	0	0	0	0	0	0	0	0	0	0.20206545	7.911792	5.337778	0.047343146	0	0	0	0	0	4.3539853	21.938787	1.4506211	0	0	0	0	0.05664504	0	0	0	0	0	0.07737635	0	0	0.08916207	0.15803622	0.21192124	0.059442014	0	0.3272119	0	0	0	0.25865483	0	0	0.06775761	0	0	0.16236852	0	0	0	0	0.20592034	0	0	0	0	0	0	0	0	0.08075694	0	0	0	0	0.25562266	0.00890036	0	0	0	0	1.3928299	0.41778293	0	0	0	0	0	0.033869322	0	0	0	0.18318616	0.0330575	0	0.05344243	0.22956584	0	0	0	0	0	0	0	0	0.78238106	0.05286105	0	0.402113	0	0	0	6.287934	0	0.034273762	0	0	0	5.6861644	0	1.0995289	0	0	0	0.15194371	0	0	3.0891306	0.97119415	0	0	0	0	0	0	0	0.18627796	0	0	0	0	0	0	0	0	0	0	0.54932487	0.05511349	0	0	0	0	0	0	0	0	0.124311894	0	0	0	0	0	0	0	0	0.5756823	0	0	0	0.6011795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1789503	0.27668953	0	0	0.016435046	0	0	0	0	0	0	0	0	0	0	0.19130215	0	0	0	0	0.02105439	0	0.028104678	0	0	0	0.106874704	0	0	0	0	0	0	0	0	0.011870308	0	0	0	0.089414105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15579402	0	0.37199965	0	0	0	0	0	0	0	0	0	0.22222455	0
A23	C	0.18336369	0	0	0	0.047852185	0	1.4283246	0	0.0952786	0	0	1.3149955	0	0	0.08978004	0	0	0.1471007	0	1.8510314	3.2773232	0	0.04412687	0.028543815	3.1022816	0	1.1758144	0.31789514	0.2738658	0.19929716	0	0.016066387	0.041729923	0.31902686	0	0.010232174	0	0.112167135	0	0	0	0.03811791	0.45968005	0	0	0	0	0	0	0.008481454	0	0.024052052	0.028483715	0.27906907	0.035626154	0.023296624	0	0.5451397	0.11139367	4.1998467	2.7686071	0	0.032043222	0.009852199	0.012545249	1.0410502	0	0	0	0	0	0	0.071554184	0	0	0.013695856	0	0.29904068	0	0	0	0.014788504	0.0277901	0	0.04199332	0	0.013400227	0	0	0.28500214	0.028542528	0	0.016609665	0	0.7047963	0	0.08165214	0	0	0	0	0	0.09233389	0.06767138	0	0.007384516	1.5619707	0	0	0	0.41160044	0	0.059050247	0.054922916	0	0	0	0	0	0.17890869	0	0.011378525	0	0	0	0.066220954	0.45339382	0.17916419	0.08273908	0	0	0.04553986	0	0.083638005	0	0	0	0	0	0	0	0	0	0.0328249	0.121644415	0.089193724	0.059933048	0	0.024721839	0	0	0	0	0.031076515	0	0.7993284	0.112938575	0.57531965	0	0	0	0	0	0	2.1640396	0	0.07758659	0.19991924	0	0.28097948	0	0.099409156	0	0.046088237	0	0	0.031968065	0	0	0	0.054035865	0	0.30040103	0	0.016568253	0.62641686	0.023535995	0.38637617	0	0	0.102157675	0.019776857	0	0	0	3.0168402	0	0	0.12967838	0	0.020974984	0.09649251	0	2.188282	0.086544655	0	0	0	0.05323441	0.04184627	0	0	0	0.39326894	0	0.66476727	0	0.335881	0.031381577	0	0.007441973	0	0.10307739	0.10734963	0.47468784	1.2240537	0.058420092	0.28809378	0.049266323	0	0.6752045	0.13273512	0	0	0	0.25794035	0	0.039284877	0	0	0	0	0.1075252	0.111574404	0	0.28704473	0.27307945	0.09512539	0	0.5159145	0	0	0.024128238	0	0	0.019374926
A24	L	0.051128585	0	0.022545077	0.13864416	0	0.023846874	0.02396069	0	0	0	0	0.16518806	0	0	0.12368656	0	0	0.08541903	0	0.07078912	0	0	0	0.38111773	0	0	0.21905494	3.7739067	0.2317079	5.9666204	0.030985275	0	0.3851737	0.26891774	0.09892882	0	0.015516876	0.03870794	0	0.023339417	0	0.29131213	0.012974252	0.18553726	0.019220322	0	0	0.10958751	0	0	0.04247473	0	0	0	0.05396375	0	0.15016584	0.35683966	0.6939936	0	0.028915567	0	0.2514525	0.26418063	0	0.13630861	0	0	0	0.05119808	0	0.07323908	0.08383963	0	0.8114833	0.04053468	0.10713203	0.049607005	0	0	0	0.25477797	0.11346058	0.03459038	0	0	0.045477513	0	0	0	0.04264204	0	0.055516988	0.053803924	0.00990181	0	0.105893366	0.052172348	0.03449989	0.084481135	0	0	0.04269874	0.09042273	0.031258382	0.07321624	0.21129654	0	0.034946263	0	0.2610861	0.16768885	0.096136	0	0	0.042907875	0	0.6975037	0	0.6226136	0	0	0	0	0	1.3570275	0.5310219	0	0.062919036	0.109981366	0	0.4217712	0	0.18988776	0	0.22014396	0.03955473	0	0	0.029218996	1.9400891	0	0.045862634	0.0638924	0.09245405	0	0.09156151	0	0.11619068	0	0	0	0	0.842756	0.46025217	0.08193865	0.13984314	0	0	0.023999948	0	0	0	0.024290852	0.065994285	0.034840617	0.2237666	0.055003468	0	0	0.32224816	0.20240512	0	0.20231006	0	0	0.009663051	0	0	0	0	0	0.17185983	0	0	1.66904	1.4361663	0.18392499	0.07324392	0	0.1456542	0.72185516	0	0	0	0.14154333	0.92038155	0	0.015429799	2.920196	0	0.30100852	0	0.05699992	0.11113252	0.06349477	0.4182465	0	0.084487066	0.2530295	0	0.12226662	0	0.058595836	0	0.091070846	1.1352613	10.55083	0.014763868	0	0.02923301	0	0.03526502	0.036693893	0.116840504	0	1.1620326	0	0.042793065	0	0.09485039	0.047024593	0	0	0.019049022	0.14597483	0	0.10168829	0.009430594	0.08220228	0	0	0.2108862	0.35296425	0.54134846	0	0.031118715	0	0	0.01992973	0.12091406	0	0.23120885	0.054522894	0	0.16010912
A25	C	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02223084	0	0	0.036446776	0	0	0.014109146	0	0	0	0	0.06470368	0	0	0.006825765	0	0	0	0	0.17936136	0	0.46408477	0	0.20807883	0.6899502	0	0	0	0	0	0	0	0	0.015195811	0	0	0	0.024167571	0.10889997	0	0	0.011100045	0	0.58328325	0.11623686	0.03656806	0	0	0.14544456	3.133005	0.09305124	1.3283486	0	0	0.057685785	0	0	0	1.4325339	0.030452134	0	0.0310519	0.13482732	0.008574164	0	0	0	0.026667403	0.09892229	0.42238688	0	0.1027735	0	0.20501372	0.09151718	0	4.0545692	0.537115	0	0	0.28643796	0	0	1.0178392	0	2.2780406	0.25419873	0.41634184	0	0	0.08264664	0.08722816	0	0	0	0.27199605	0.028784709	0.032841522	1.1450152	0	0	0.012484952	0	0	0.0631845	0.010476018	0	0.00805229	0	0	0	0	0	2.7737541	0.014140168	0	0	0.070437916	0.56184524	0	0	0.007621965	0	0.33189526	0	0	0.08236694	0.007220489	0	0	0.020321004	4.5342007	0	0.545891	0	0	0.020385442	0.010142229	0	0	0	0	0	0	0.039053466	0	0	0	0	0	4.250857	0	0.07276488	0	0	0	0	5.9959373	0.020374028	0.07974211	0.33055404	0.014614577	0	0	0	0	0	0	0.048970513	0.06575165	0	0.045884274	0.018619927	0.06176805	0	0.10086404	0	0.20271118	0	0	0	0	0	0.26816624	0	0	0	0	0	0.017897964	0	0.047600113	0	6.9758487	0	0.08658629	0.019704295	0	0.120256335	0.013505406	0	0	0	0.13552788	0	0.007521554	0	0	0.045461982	0	0	0	0	0	0	0	0.019183468	0	0	0	0	0	0	0	0	0	0	0	0	0.038896944	0.10908276	0	0	0	0	0	0	0.031168388	0.012866408	0.025175368	0	0	0.028673787
A27	C	0	0	0	0	0	0.024779676	0	0	0	0	0	0.09042327	0	0	0.51986086	0	0.112085775	0.14633766	0.46144867	0.4791651	0.029870672	0	0.2964021	0	0.045587894	0	0.5149913	2.6072378	0.80094177	0.51634234	0.07285023	0	0.64452285	0.043002065	0	0	0	0.099139065	0	0.078085184	0	0	0	0.13044122	0	0	0.062441345	0	0	0.15336394	0.59999937	0.033394434	0	0.06611018	0.11612037	0.13844934	0	0.07364766	1.9824442	0.10352777	0.03969405	0.26923728	0	0.097587146	0.06929269	0.075127006	0	0.21579541	0	0.28860074	0.25059825	0	0.25088787	0.031574063	0.19427882	0.088764384	0.04097356	0.122072265	0	0	0.14468122	0.5040166	0.071601905	0	0	0	0.07930509	0.6025527	0	0.009913314	0	0	0.35675597	0.045391083	0.011623134	0	0.099851646	0.25795525	0	0	0	0.022740696	0.2966523	0.14587589	0.60463053	0.21759652	0.033361986	0	0	0.070276715	0.5158693	7.4101663	0	0.007141263	0.08311935	1.7329724	0	0.31830013	0.050376594	0.5581492	0.03578037	0.1541048	0	0.082782716	0	0.12229416	18.007126	0	0.16232018	0.15835713	0.016927628	0.4530348	0	0.023438932	0	0	0.039901946	0	0	0	1.5777401	0	0.019415647	1.0293945	0.069651105	0.030604552	2.4759343	0	0.015850322	0.075598866	0.04185748	0.015971338	0	0.052213408	0.31142336	0.20992091	0	0.064057805	0	0.0970478	0.20060027	0	0	0	0.050100375	0.4917292	0.14689492	0.15051582	0.021714285	0	0.37450823	0.07162136	0.20054787	0	0.07358474	0	0.02659911	0	0	0.01785629	0.100603744	0	0.15579662	0	0	1.5924217	0.34814513	1.3723443	0.13344768	0	0.021537526	0.009765171	0	0	0	0	0	0	0	0	0.013985136	0.72137433	0.08742672	0.34900516	0.26567683	0.034028824	0	0	0.2613576	0.3166048	0	0.020098248	0.07597024	0.038320523	0	0.7804349	0	0.8806467	0.068794295	0	0.006897793	0.08046118	0.16015637	0.060342696	0.03101424	0.06903637	0.10793215	0	0	0.08311385	0.16916408	0	0	0	0	0.04617669	0	0	0	0	0	0	1.4837047	0.07740971	0.4471629	0.09866348	0.2360315	0	0	0.15321955	0	0.04940367	0.08011696	0.05261035	0.09578662	0.15163916
A28	Y	0.058130004	0	0	0	0.010994999	0	0	0	0.034202382	0	0	0.15444039	0	0	0.28312427	0	0	0.030220233	0	0.0652226	0	0	0	0	0.018876612	0	0.096764535	0	0.112216376	22.378145	0	0	0	0.16198571	0	0	0	0.013755902	0	0	0	0.10317883	0	0.03731502	0.10132822	0	0	0	0.081578076	0	0	0	0	0.01476597	0.08409109	0	0.019194188	0.03947252	0	0	0.0179477	0	0	0	0	0	0	0	0.049777605	0	0	0	0.008582351	0	0.015693659	0.0156275	0	0.04783419	0	0	0	0.058396496	0	0	0	0	0	0	0	0	0	0	0.008809365	0	0	0	0.020658556	0.025969718	0	0	0	0	0.08625293	0.0328534	0	0.044067316	0.034305602	0.044098087	0	0	0.07360347	0.009754163	0	0	0.009785919	0.07056707	0.026291862	0	0	0.5264059	0	0	0	0	0.029845545	10.506561	0.06807529	0	0.009902076	0.02312998	0	0.037817888	0	0	0	0	0	0	0	0	0.10337049	0	0.23206057	0.9614873	0.012361404	0.04813477	0.008663527	0	0.013906568	0	0	0	0	1.2721448	0.055397656	0.15023309	0	0.070568904	0	0.023095457	0	0	0	0	0.24186853	0	0.015051436	0.024671167	0	0	0.022857565	0.055605795	0	0	0.007994061	0	0.007131991	0	0	0	0	0	0.014040718	0	0	0.8199268	0.08104278	0.15188807	0.013287549	0	0	0.04045817	0	0	0	0	0	0	0	5.242211	0	0.16870405	0	0.74114245	0.38536498	0	0	0	0.027018916	0.15627587	0	0	0	0.043276552	0.3915178	0	0.014288604	10.264082	0.008551926	0	0	0	0	0	0.07819466	0	1.8569003	0.046748456	0	0	0.14381698	0.068114	0	0.040326886	0.013940587	0.051356588	0	0.013144885	0	0.12134904	0	0	0.06372953	0.07478526	0.18145439	0.013556958	0.035164434	0.10673031	0	0.22641917	0	0	0.15906169	0	0	0.00598113
A33	Y	0	0	0	0	0.018369688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052419413	0	0	0	0	0.058805823	0	3.4240742	0	0	0	6.707935	0	0.02260053	0	0	0	0	0	0	0	0.013410877	0	0.008135042	0.030443389	0	0.06191283	0	0.074936435	0	0	0	0	0.017266478	0.11465445	0	0	0	0	0	0	0.011551286	0	0	0.009417368	0	0	0	0	0	0.03839121	0	0	0	0.01617126	0	0	0	0.07799102	0	0	0	0.01650801	0	0	0	0	0.012324085	0.1302542	0	0	0	0.007402182	0	0	0	0	0.06278123	0	0.026395554	0	0	0.101645745	0	0	0	0.011895484	0	0	0	0	0	0.3403672	0	0	0	0	0	0.22416289	0.028847035	0	0	0	0	0	0	0	25.18862	0	0	0	0	0	0	0	0	0	0	0	0.37210944	0	0	0	0	0	0	0	4.5960803	0	0	0	0.076070145	0	0	0	0	0.32603437	0	0	0	0	0.81243426	0	0	0	1.0780662	0.051291604	0	1.33494	0	0.7954054	0.1877171	0	0	0.98344076	0	0	0	0	0	0	0	0	0	0	0	0	0.09627265	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2947264	0	0	2.0211568	0.03252386	0	0	0	0	0	0.40013164	1.3987428	0	0	0	0	0	0	0	0	0.04892124	0	0	0.09702084	0	0	0	0	0	0	0.69762075	0	0	0.08889583	0	0.031570476	0	0	0.12040695	0	0	0	0	0	0	0	0.16048805	0	0	0.24144244	0	0	0	0	0	0.014903677
A34	C	0.11128406	0	0	0.028485425	0	0.017560555	0.06616435	0	0.04957984	0	0.020559002	0.50965387	0	0	0	0	0	0	0	0.088782676	0	0.00912854	0	0	0	0	0.24447754	0	0.1609279	4.5799527	0	1.1700526	0	0.23563085	0	0	0	0.035504553	0	0.039514158	0	0.14868975	0.08724732	0.4240458	0	0	0	0	0.23281567	0	0	0	0.02822681	0	1.1032248	0	0.44076154	0	0.8173373	0	0.108889855	0	0	0.013155245	0	0.14985722	0	0	0.054324195	0.028869973	0	0	0.034607377	0.01371974	0.24005961	0.047958072	0.019524643	0.04899441	0	0	0	0.17505987	0	0	0	0	0	0	0	0	0	0.072379805	0.04344102	0	0.03657471	0.009380765	0	0	0	0	0	0	0.07264319	0.10366656	0.02274145	0.18397546	0.10121765	0	0	0	0.17364728	0.18380664	0.10047827	0.009522451	0	0	0.075848475	0	0	0.27443576	0	0	0	0	0.046914335	2.8932688	0.09804658	0.65274334	0	0	0	0	0	0.033106275	0	0	0	0	0	0	0	0	0.03500952	0.28577694	0	0.13778633	0.013926273	0	0.03831751	0	0	0	0	0.967023	0	0.14732306	0	0.3423263	0	0.057596207	0	0	0	0	0.29034403	0.011056223	0.020635162	0.14103639	0	0.029780352	0	0.75983924	0	0	0.006618073	0	0.027098177	0	0	0	0	0	0.06263821	0	0	0.4440944	0.19574142	0.12740931	0.0581479	0.07233618	0	0	0	0.67484677	6.9720907	0	0	0.22503981	0.021039898	2.6732695	0.012575584	0.2163536	0	0.9049226	0.9113899	0.020610597	0	0	0.0428053	0.42565024	0	0	0	0.23313494	0	0	0	7.528709	0.039017174	0.024265116	0.005541308	0.02477168	0.027666653	0.05077334	0.24458136	0	4.214455	0.085897	0.0679487	0	0.16910444	0	0	0	0	0.007657926	0	0	0	0.045248404	0	0	0.018642256	0.2137739	0.24466573	0	0.043508023	0.0867603	0	0.23265623	0.04912396	0	0.17794213	0.029965913	0	0.04792992
A37	Y	0	0	0	0.16517782	0.23597476	0.06796544	0.010994064	0	0	0	0.023760524	0.10067039	0	0	0	0	0.032938853	0	0	0.54984295	0	0.022942627	0	0	0.77420884	0	0.09224212	0	0	0	0	0	0.5042786	0	0	0.06930792	0	0.25464383	0.6993736	0.16231841	0.27584457	0	0.019282797	1.1689363	0	0	0	0	0	0	0	0	0.16011043	0.11003142	0	0.069127716	0.9773648	0	0	0	0.04758889	0	0	0.3760227	0	0.46402732	0	0	0	0.17675298	0	0	0.27630368	0.10305856	2.7829912	0.1769415	0.3733887	0.18092673	0	0	0.00916813	1.3658477	0	0	0.6276056	0	0	0	0	0	0	0.28805858	0.25120384	0.48874772	0.03856857	0	0	0	0	0	0	0	0.04006794	0.056999642	0.039555162	2.5053337	0.0412757	0	0	0	0.20356378	0.4498989	0	0.013707405	0	0	0	0.03939034	0	1.3067089	0	0	0	0	0	0	0.7442695	0.21923332	2.4278002	0	0	0.0832196	0	0	0	0	0.4214144	0	0	0	3.9115722	0	0.15077019	0	0	0	0.116863705	0.0261486	0	0	0	0	0	0	0	0.099551626	0	0	0	0	0	0	0.15041085	0	0.22538428	0.03469141	0.11448924	0.08168686	2.5260615	0.6894628	0	0	0	0	0	0	0.03149426	0	0	0	0	0	0	0	0	3.643194	7.8289037	0.31268457	0.21178584	0	0	0	0	0	0	0.1246271	0	0	0	0	0.24125928	0	0	0.79348433	0.04812321	0.15355383	0	0	0	0	0	0.32518926	0	0.07405265	0	0	0	0	0.012510969	0.03173997	0.032629527	0	0.020754281	0	0.34381163	0	0	0.05559298	0.00979445	0	0.32398114	0	0	0	0	0	0	0	0.13130006	0.13213351	0	0	5.5580907	0.41057074	0.15726142	0	0.043849606	0	0	0.20943335	0.6200696	0	0	0.25967577	0	0
